Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,5,record,timestamp,"1019649769",s,position_lat,"634985616",semicircles,position_long,"79471248",semicircles,distance,"37.74",m,speed,"3.394",m/s,enhanced_speed,"3.394",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649770",s,position_lat,"634985945",semicircles,position_long,"79471348",semicircles,distance,"40.86",m,speed,"3.075",m/s,enhanced_speed,"3.075",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649771",s,position_lat,"634986115",semicircles,position_long,"79471415",semicircles,distance,"42.49",m,speed,"2.483",m/s,enhanced_speed,"2.483",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649772",s,position_lat,"634986340",semicircles,position_long,"79471499",semicircles,distance,"44.64",m,speed,"2.822",m/s,enhanced_speed,"2.822",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649773",s,position_lat,"634986580",semicircles,position_long,"79471577",semicircles,distance,"46.93",m,speed,"2.332",m/s,enhanced_speed,"2.332",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649774",s,position_lat,"634986748",semicircles,position_long,"79471613",semicircles,distance,"48.51",m,speed,"1.932",m/s,enhanced_speed,"1.932",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649775",s,position_lat,"634986939",semicircles,position_long,"79471644",semicircles,distance,"50.3",m,speed,"1.902",m/s,enhanced_speed,"1.902",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649776",s,position_lat,"634987144",semicircles,position_long,"79471675",semicircles,distance,"52.22",m,speed,"1.875",m/s,enhanced_speed,"1.875",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649777",s,position_lat,"634987440",semicircles,position_long,"79471724",semicircles,distance,"54.99",m,speed,"2.203",m/s,enhanced_speed,"2.203",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649778",s,position_lat,"634987700",semicircles,position_long,"79471770",semicircles,distance,"57.43",m,speed,"2.114",m/s,enhanced_speed,"2.114",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649779",s,position_lat,"634987954",semicircles,position_long,"79471826",semicircles,distance,"59.82",m,speed,"2.391",m/s,enhanced_speed,"2.391",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649780",s,position_lat,"634988222",semicircles,position_long,"79471887",semicircles,distance,"62.35",m,speed,"2.664",m/s,enhanced_speed,"2.664",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649781",s,position_lat,"634988697",semicircles,position_long,"79471969",semicircles,distance,"66.8",m,speed,"3.043",m/s,enhanced_speed,"3.043",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649782",s,position_lat,"634989052",semicircles,position_long,"79472019",semicircles,distance,"70.13",m,speed,"3.332",m/s,enhanced_speed,"3.332",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649783",s,position_lat,"634989406",semicircles,position_long,"79472058",semicircles,distance,"73.44",m,speed,"3.055",m/s,enhanced_speed,"3.055",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649784",s,position_lat,"634989797",semicircles,position_long,"79472089",semicircles,distance,"77.09",m,speed,"4.0",m/s,enhanced_speed,"4.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649785",s,position_lat,"634990243",semicircles,position_long,"79472096",semicircles,distance,"81.25",m,speed,"4.138",m/s,enhanced_speed,"4.138",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649786",s,position_lat,"634990775",semicircles,position_long,"79472073",semicircles,distance,"86.22",m,speed,"5.214",m/s,enhanced_speed,"5.214",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649787",s,position_lat,"634991618",semicircles,position_long,"79472055",semicircles,distance,"94.08",m,speed,"6.396",m/s,enhanced_speed,"6.396",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649788",s,position_lat,"634992367",semicircles,position_long,"79472130",semicircles,distance,"101.08",m,speed,"7.103",m/s,enhanced_speed,"7.103",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649789",s,position_lat,"634993134",semicircles,position_long,"79472300",semicircles,distance,"108.3",m,speed,"7.107",m/s,enhanced_speed,"7.107",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649790",s,position_lat,"634993917",semicircles,position_long,"79472560",semicircles,distance,"115.75",m,speed,"7.525",m/s,enhanced_speed,"7.525",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649791",s,position_lat,"634994684",semicircles,position_long,"79472912",semicircles,distance,"123.17",m,speed,"7.406",m/s,enhanced_speed,"7.406",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649792",s,position_lat,"634995420",semicircles,position_long,"79473343",semicircles,distance,"130.45",m,speed,"7.175",m/s,enhanced_speed,"7.175",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649793",s,position_lat,"634996129",semicircles,position_long,"79473831",semicircles,distance,"137.61",m,speed,"7.046",m/s,enhanced_speed,"7.046",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649794",s,position_lat,"634996802",semicircles,position_long,"79474384",semicircles,distance,"144.61",m,speed,"7.019",m/s,enhanced_speed,"7.019",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649795",s,position_lat,"634997435",semicircles,position_long,"79475007",semicircles,distance,"151.46",m,speed,"6.703",m/s,enhanced_speed,"6.703",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649796",s,position_lat,"634998057",semicircles,position_long,"79475663",semicircles,distance,"158.32",m,speed,"6.697",m/s,enhanced_speed,"6.697",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649797",s,position_lat,"634998679",semicircles,position_long,"79476361",semicircles,distance,"165.32",m,speed,"7.097",m/s,enhanced_speed,"7.097",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649798",s,position_lat,"634999297",semicircles,position_long,"79477119",semicircles,distance,"172.47",m,speed,"7.092",m/s,enhanced_speed,"7.092",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649799",s,position_lat,"634999906",semicircles,position_long,"79477915",semicircles,distance,"179.69",m,speed,"7.361",m/s,enhanced_speed,"7.361",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649800",s,position_lat,"635000492",semicircles,position_long,"79478712",semicircles,distance,"186.74",m,speed,"7.041",m/s,enhanced_speed,"7.041",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649801",s,position_lat,"635001054",semicircles,position_long,"79479489",semicircles,distance,"193.54",m,speed,"6.578",m/s,enhanced_speed,"6.578",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649802",s,position_lat,"635001578",semicircles,position_long,"79480237",semicircles,distance,"199.97",m,speed,"6.603",m/s,enhanced_speed,"6.603",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649803",s,position_lat,"635001920",semicircles,position_long,"79480717",semicircles,distance,"204.14",m,speed,"5.568",m/s,enhanced_speed,"5.568",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649804",s,position_lat,"635002335",semicircles,position_long,"79481224",semicircles,distance,"208.94",m,speed,"4.747",m/s,enhanced_speed,"4.747",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649805",s,position_lat,"635002770",semicircles,position_long,"79481643",semicircles,distance,"213.63",m,speed,"4.605",m/s,enhanced_speed,"4.605",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649806",s,position_lat,"635003217",semicircles,position_long,"79481935",semicircles,distance,"218.1",m,speed,"4.381",m/s,enhanced_speed,"4.381",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649807",s,position_lat,"635003679",semicircles,position_long,"79482071",semicircles,distance,"222.48",m,speed,"4.349",m/s,enhanced_speed,"4.349",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649808",s,position_lat,"635004157",semicircles,position_long,"79482041",semicircles,distance,"226.94",m,speed,"4.644",m/s,enhanced_speed,"4.644",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649809",s,position_lat,"635004629",semicircles,position_long,"79481878",semicircles,distance,"231.44",m,speed,"4.794",m/s,enhanced_speed,"4.794",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649810",s,position_lat,"635005060",semicircles,position_long,"79481584",semicircles,distance,"235.79",m,speed,"4.308",m/s,enhanced_speed,"4.308",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649811",s,position_lat,"635005394",semicircles,position_long,"79481141",semicircles,distance,"239.77",m,speed,"4.156",m/s,enhanced_speed,"4.156",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649812",s,position_lat,"635005609",semicircles,position_long,"79480644",semicircles,distance,"243.19",m,speed,"3.594",m/s,enhanced_speed,"3.594",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649813",s,position_lat,"635005668",semicircles,position_long,"79480413",semicircles,distance,"244.59",m,speed,"2.302",m/s,enhanced_speed,"2.302",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649814",s,position_lat,"635005683",semicircles,position_long,"79480296",semicircles,distance,"245.26",m,speed,"0.068",m/s,enhanced_speed,"0.068",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649815",s,position_lat,"635005667",semicircles,position_long,"79480225",semicircles,distance,"245.69",m,speed,"0.068",m/s,enhanced_speed,"0.068",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649816",s,position_lat,"635005621",semicircles,position_long,"79480201",semicircles,distance,"246.13",m,speed,"0.449",m/s,enhanced_speed,"0.449",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649817",s,position_lat,"635005542",semicircles,position_long,"79480230",semicircles,distance,"246.89",m,speed,"0.133",m/s,enhanced_speed,"0.133",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649818",s,position_lat,"635005430",semicircles,position_long,"79480288",semicircles,distance,"247.98",m,speed,"1.805",m/s,enhanced_speed,"1.805",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649819",s,position_lat,"635005285",semicircles,position_long,"79480355",semicircles,distance,"249.39",m,speed,"1.814",m/s,enhanced_speed,"1.814",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649820",s,position_lat,"635005115",semicircles,position_long,"79480442",semicircles,distance,"251.05",m,speed,"1.983",m/s,enhanced_speed,"1.983",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649821",s,position_lat,"635004840",semicircles,position_long,"79480597",semicircles,distance,"253.75",m,speed,"2.471",m/s,enhanced_speed,"2.471",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649822",s,position_lat,"635004391",semicircles,position_long,"79480843",semicircles,distance,"258.16",m,speed,"3.003",m/s,enhanced_speed,"3.003",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649823",s,position_lat,"635004013",semicircles,position_long,"79481017",semicircles,distance,"261.82",m,speed,"3.743",m/s,enhanced_speed,"3.743",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649824",s,position_lat,"635003607",semicircles,position_long,"79481174",semicircles,distance,"265.71",m,speed,"4.263",m/s,enhanced_speed,"4.263",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649825",s,position_lat,"635003176",semicircles,position_long,"79481283",semicircles,distance,"269.78",m,speed,"4.355",m/s,enhanced_speed,"4.355",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649826",s,position_lat,"635002726",semicircles,position_long,"79481360",semicircles,distance,"274.0",m,speed,"3.986",m/s,enhanced_speed,"3.986",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649827",s,position_lat,"635002278",semicircles,position_long,"79481431",semicircles,distance,"278.2",m,speed,"4.664",m/s,enhanced_speed,"4.664",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649828",s,position_lat,"635001876",semicircles,position_long,"79481516",semicircles,distance,"281.98",m,speed,"3.474",m/s,enhanced_speed,"3.474",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649829",s,position_lat,"635001682",semicircles,position_long,"79481586",semicircles,distance,"283.83",m,speed,"2.844",m/s,enhanced_speed,"2.844",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649830",s,position_lat,"635001454",semicircles,position_long,"79481695",semicircles,distance,"286.04",m,speed,"2.489",m/s,enhanced_speed,"2.489",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649831",s,position_lat,"635001289",semicircles,position_long,"79481777",semicircles,distance,"287.65",m,speed,"1.83",m/s,enhanced_speed,"1.83",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649832",s,position_lat,"635001006",semicircles,position_long,"79481895",semicircles,distance,"290.37",m,speed,"2.096",m/s,enhanced_speed,"2.096",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649833",s,position_lat,"635000715",semicircles,position_long,"79481984",semicircles,distance,"293.13",m,speed,"2.772",m/s,enhanced_speed,"2.772",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649834",s,position_lat,"635000178",semicircles,position_long,"79482057",semicircles,distance,"298.16",m,speed,"3.438",m/s,enhanced_speed,"3.438",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649835",s,position_lat,"634999753",semicircles,position_long,"79482070",semicircles,distance,"302.12",m,speed,"4.447",m/s,enhanced_speed,"4.447",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649836",s,position_lat,"634999373",semicircles,position_long,"79482098",semicircles,distance,"305.67",m,speed,"3.516",m/s,enhanced_speed,"3.516",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649837",s,position_lat,"634999184",semicircles,position_long,"79482141",semicircles,distance,"307.45",m,speed,"2.71",m/s,enhanced_speed,"2.71",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649838",s,position_lat,"634998942",semicircles,position_long,"79482226",semicircles,distance,"309.76",m,speed,"2.543",m/s,enhanced_speed,"2.543",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649839",s,position_lat,"634998673",semicircles,position_long,"79482330",semicircles,distance,"312.34",m,speed,"2.73",m/s,enhanced_speed,"2.73",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649840",s,position_lat,"634998399",semicircles,position_long,"79482432",semicircles,distance,"314.96",m,speed,"2.713",m/s,enhanced_speed,"2.713",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649841",s,position_lat,"634998127",semicircles,position_long,"79482530",semicircles,distance,"317.55",m,speed,"2.503",m/s,enhanced_speed,"2.503",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649842",s,position_lat,"634997857",semicircles,position_long,"79482616",semicircles,distance,"320.12",m,speed,"2.319",m/s,enhanced_speed,"2.319",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649843",s,position_lat,"634997572",semicircles,position_long,"79482688",semicircles,distance,"322.81",m,speed,"2.543",m/s,enhanced_speed,"2.543",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649844",s,position_lat,"634997044",semicircles,position_long,"79482775",semicircles,distance,"327.76",m,speed,"3.438",m/s,enhanced_speed,"3.438",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649845",s,position_lat,"634996600",semicircles,position_long,"79482807",semicircles,distance,"331.9",m,speed,"4.131",m/s,enhanced_speed,"4.131",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649846",s,position_lat,"634996120",semicircles,position_long,"79482831",semicircles,distance,"336.39",m,speed,"4.705",m/s,enhanced_speed,"4.705",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649847",s,position_lat,"634995605",semicircles,position_long,"79482850",semicircles,distance,"341.19",m,speed,"5.492",m/s,enhanced_speed,"5.492",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649848",s,position_lat,"634995111",semicircles,position_long,"79482858",semicircles,distance,"345.8",m,speed,"4.808",m/s,enhanced_speed,"4.808",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649849",s,position_lat,"634994671",semicircles,position_long,"79482846",semicircles,distance,"349.91",m,speed,"3.78",m/s,enhanced_speed,"3.78",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649850",s,position_lat,"634994276",semicircles,position_long,"79482830",semicircles,distance,"353.59",m,speed,"3.299",m/s,enhanced_speed,"3.299",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649851",s,position_lat,"634993927",semicircles,position_long,"79482831",semicircles,distance,"356.85",m,speed,"3.131",m/s,enhanced_speed,"3.131",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649852",s,position_lat,"634993747",semicircles,position_long,"79482851",semicircles,distance,"358.53",m,speed,"2.614",m/s,enhanced_speed,"2.614",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649853",s,position_lat,"634993504",semicircles,position_long,"79482900",semicircles,distance,"360.82",m,speed,"2.647",m/s,enhanced_speed,"2.647",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649854",s,position_lat,"634993224",semicircles,position_long,"79482974",semicircles,distance,"363.46",m,speed,"2.992",m/s,enhanced_speed,"2.992",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649855",s,position_lat,"634992929",semicircles,position_long,"79483066",semicircles,distance,"366.26",m,speed,"2.971",m/s,enhanced_speed,"2.971",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649856",s,position_lat,"634992627",semicircles,position_long,"79483163",semicircles,distance,"369.13",m,speed,"2.766",m/s,enhanced_speed,"2.766",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649857",s,position_lat,"634992109",semicircles,position_long,"79483310",semicircles,distance,"374.03",m,speed,"3.022",m/s,enhanced_speed,"3.022",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649858",s,position_lat,"634991714",semicircles,position_long,"79483395",semicircles,distance,"377.75",m,speed,"3.474",m/s,enhanced_speed,"3.474",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649859",s,position_lat,"634991316",semicircles,position_long,"79483452",semicircles,distance,"381.48",m,speed,"3.956",m/s,enhanced_speed,"3.956",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649860",s,position_lat,"634990898",semicircles,position_long,"79483487",semicircles,distance,"385.38",m,speed,"3.969",m/s,enhanced_speed,"3.969",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649861",s,position_lat,"634990489",semicircles,position_long,"79483516",semicircles,distance,"389.2",m,speed,"4.15",m/s,enhanced_speed,"4.15",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649862",s,position_lat,"634990123",semicircles,position_long,"79483551",semicircles,distance,"392.62",m,speed,"3.081",m/s,enhanced_speed,"3.081",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649863",s,position_lat,"634989939",semicircles,position_long,"79483568",semicircles,distance,"394.34",m,speed,"2.858",m/s,enhanced_speed,"2.858",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649864",s,position_lat,"634989716",semicircles,position_long,"79483592",semicircles,distance,"396.43",m,speed,"2.266",m/s,enhanced_speed,"2.266",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649865",s,position_lat,"634989553",semicircles,position_long,"79483610",semicircles,distance,"397.95",m,speed,"1.947",m/s,enhanced_speed,"1.947",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649866",s,position_lat,"634989356",semicircles,position_long,"79483631",semicircles,distance,"399.79",m,speed,"1.944",m/s,enhanced_speed,"1.944",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649867",s,position_lat,"634989050",semicircles,position_long,"79483668",semicircles,distance,"402.66",m,speed,"2.391",m/s,enhanced_speed,"2.391",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649868",s,position_lat,"634988772",semicircles,position_long,"79483711",semicircles,distance,"405.26",m,speed,"2.647",m/s,enhanced_speed,"2.647",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019649869",s,position_lat,"634988513",semicircles,position_long,"79483767",semicircles,distance,"407.7",m,speed,"2.308",m/s,enhanced_speed,"2.308",m/s,,,,,,,,,,,,,,,,,,,,,,
