Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,5,record,timestamp,"1019559240",s,position_lat,"634650968",semicircles,position_long,"83845522",semicircles,distance,"12.75",m,speed,"1.261",m/s,enhanced_speed,"1.261",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559241",s,position_lat,"634650950",semicircles,position_long,"83845275",semicircles,distance,"14.14",m,speed,"1.644",m/s,enhanced_speed,"1.644",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559242",s,position_lat,"634650936",semicircles,position_long,"83845016",semicircles,distance,"15.59",m,speed,"1.68",m/s,enhanced_speed,"1.68",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559243",s,position_lat,"634650931",semicircles,position_long,"83844758",semicircles,distance,"17.04",m,speed,"1.531",m/s,enhanced_speed,"1.531",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559244",s,position_lat,"634650937",semicircles,position_long,"83844538",semicircles,distance,"18.27",m,speed,"1.207",m/s,enhanced_speed,"1.207",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559245",s,position_lat,"634650935",semicircles,position_long,"83844383",semicircles,distance,"19.14",m,speed,"0.164",m/s,enhanced_speed,"0.164",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559246",s,position_lat,"634650912",semicircles,position_long,"83844275",semicircles,distance,"19.78",m,speed,"0.64",m/s,enhanced_speed,"0.64",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559247",s,position_lat,"634650865",semicircles,position_long,"83844196",semicircles,distance,"20.4",m,speed,"0.622",m/s,enhanced_speed,"0.622",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559248",s,position_lat,"634650801",semicircles,position_long,"83844153",semicircles,distance,"21.04",m,speed,"0.643",m/s,enhanced_speed,"0.643",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559249",s,position_lat,"634650729",semicircles,position_long,"83844123",semicircles,distance,"21.73",m,speed,"0.836",m/s,enhanced_speed,"0.836",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559250",s,position_lat,"634650652",semicircles,position_long,"83844107",semicircles,distance,"22.46",m,speed,"0.842",m/s,enhanced_speed,"0.842",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559251",s,position_lat,"634650616",semicircles,position_long,"83844103",semicircles,distance,"22.8",m,speed,"0.81",m/s,enhanced_speed,"0.81",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559252",s,position_lat,"634650582",semicircles,position_long,"83844099",semicircles,distance,"23.11",m,speed,"0.81",m/s,enhanced_speed,"0.81",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559253",s,position_lat,"634650511",semicircles,position_long,"83844093",semicircles,distance,"23.78",m,speed,"0.663",m/s,enhanced_speed,"0.663",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559254",s,position_lat,"634650433",semicircles,position_long,"83844091",semicircles,distance,"24.5",m,speed,"0.727",m/s,enhanced_speed,"0.727",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559255",s,position_lat,"634650342",semicircles,position_long,"83844095",semicircles,distance,"25.35",m,speed,"0.849",m/s,enhanced_speed,"0.849",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559256",s,position_lat,"634650243",semicircles,position_long,"83844104",semicircles,distance,"26.28",m,speed,"0.899",m/s,enhanced_speed,"0.899",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559257",s,position_lat,"634650137",semicircles,position_long,"83844115",semicircles,distance,"27.27",m,speed,"0.902",m/s,enhanced_speed,"0.902",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559258",s,position_lat,"634650027",semicircles,position_long,"83844116",semicircles,distance,"28.3",m,speed,"0.907",m/s,enhanced_speed,"0.907",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559259",s,position_lat,"634649921",semicircles,position_long,"83844108",semicircles,distance,"29.29",m,speed,"0.935",m/s,enhanced_speed,"0.935",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559260",s,position_lat,"634649824",semicircles,position_long,"83844091",semicircles,distance,"30.2",m,speed,"0.902",m/s,enhanced_speed,"0.902",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559261",s,position_lat,"634649731",semicircles,position_long,"83844078",semicircles,distance,"31.07",m,speed,"0.893",m/s,enhanced_speed,"0.893",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559262",s,position_lat,"634649641",semicircles,position_long,"83844067",semicircles,distance,"31.91",m,speed,"0.781",m/s,enhanced_speed,"0.781",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559263",s,position_lat,"634649551",semicircles,position_long,"83844066",semicircles,distance,"32.75",m,speed,"0.774",m/s,enhanced_speed,"0.774",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559264",s,position_lat,"634649456",semicircles,position_long,"83844068",semicircles,distance,"33.64",m,speed,"0.796",m/s,enhanced_speed,"0.796",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559265",s,position_lat,"634649363",semicircles,position_long,"83844071",semicircles,distance,"34.5",m,speed,"0.955",m/s,enhanced_speed,"0.955",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559266",s,position_lat,"634649273",semicircles,position_long,"83844077",semicircles,distance,"35.34",m,speed,"0.939",m/s,enhanced_speed,"0.939",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559267",s,position_lat,"634649191",semicircles,position_long,"83844082",semicircles,distance,"36.11",m,speed,"0.925",m/s,enhanced_speed,"0.925",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559268",s,position_lat,"634649113",semicircles,position_long,"83844084",semicircles,distance,"36.84",m,speed,"0.816",m/s,enhanced_speed,"0.816",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559269",s,position_lat,"634649039",semicircles,position_long,"83844077",semicircles,distance,"37.53",m,speed,"0.816",m/s,enhanced_speed,"0.816",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559270",s,position_lat,"634648970",semicircles,position_long,"83844068",semicircles,distance,"38.17",m,speed,"0.713",m/s,enhanced_speed,"0.713",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559271",s,position_lat,"634648903",semicircles,position_long,"83844062",semicircles,distance,"38.8",m,speed,"0.691",m/s,enhanced_speed,"0.691",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559272",s,position_lat,"634648863",semicircles,position_long,"83844064",semicircles,distance,"39.17",m,speed,"0.532",m/s,enhanced_speed,"0.532",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559273",s,position_lat,"634648822",semicircles,position_long,"83844065",semicircles,distance,"39.56",m,speed,"0.532",m/s,enhanced_speed,"0.532",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559274",s,position_lat,"634648743",semicircles,position_long,"83844072",semicircles,distance,"40.29",m,speed,"0.518",m/s,enhanced_speed,"0.518",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559275",s,position_lat,"634648668",semicircles,position_long,"83844080",semicircles,distance,"41.0",m,speed,"0.527",m/s,enhanced_speed,"0.527",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559276",s,position_lat,"634648589",semicircles,position_long,"83844090",semicircles,distance,"41.74",m,speed,"0.544",m/s,enhanced_speed,"0.544",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559277",s,position_lat,"634648511",semicircles,position_long,"83844101",semicircles,distance,"42.47",m,speed,"0.574",m/s,enhanced_speed,"0.574",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559278",s,position_lat,"634648427",semicircles,position_long,"83844116",semicircles,distance,"43.25",m,speed,"0.58",m/s,enhanced_speed,"0.58",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559279",s,position_lat,"634648347",semicircles,position_long,"83844130",semicircles,distance,"44.0",m,speed,"0.725",m/s,enhanced_speed,"0.725",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559280",s,position_lat,"634648272",semicircles,position_long,"83844140",semicircles,distance,"44.71",m,speed,"0.689",m/s,enhanced_speed,"0.689",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559281",s,position_lat,"634648208",semicircles,position_long,"83844164",semicircles,distance,"45.32",m,speed,"0.456",m/s,enhanced_speed,"0.456",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559282",s,position_lat,"634648159",semicircles,position_long,"83844215",semicircles,distance,"45.86",m,speed,"0.456",m/s,enhanced_speed,"0.456",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559283",s,position_lat,"634648124",semicircles,position_long,"83844288",semicircles,distance,"46.38",m,speed,"0.522",m/s,enhanced_speed,"0.522",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559284",s,position_lat,"634648096",semicircles,position_long,"83844377",semicircles,distance,"46.94",m,speed,"0.561",m/s,enhanced_speed,"0.561",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559285",s,position_lat,"634648064",semicircles,position_long,"83844476",semicircles,distance,"47.57",m,speed,"0.652",m/s,enhanced_speed,"0.652",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559286",s,position_lat,"634648028",semicircles,position_long,"83844574",semicircles,distance,"48.21",m,speed,"0.744",m/s,enhanced_speed,"0.744",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559287",s,position_lat,"634647986",semicircles,position_long,"83844666",semicircles,distance,"48.86",m,speed,"0.727",m/s,enhanced_speed,"0.727",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559288",s,position_lat,"634647936",semicircles,position_long,"83844744",semicircles,distance,"49.5",m,speed,"0.691",m/s,enhanced_speed,"0.691",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559289",s,position_lat,"634647874",semicircles,position_long,"83844809",semicircles,distance,"50.18",m,speed,"0.691",m/s,enhanced_speed,"0.691",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559290",s,position_lat,"634647801",semicircles,position_long,"83844863",semicircles,distance,"50.93",m,speed,"0.708",m/s,enhanced_speed,"0.708",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559291",s,position_lat,"634647726",semicircles,position_long,"83844914",semicircles,distance,"51.68",m,speed,"0.703",m/s,enhanced_speed,"0.703",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559292",s,position_lat,"634647653",semicircles,position_long,"83844975",semicircles,distance,"52.44",m,speed,"0.564",m/s,enhanced_speed,"0.564",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559293",s,position_lat,"634647587",semicircles,position_long,"83845053",semicircles,distance,"53.2",m,speed,"0.606",m/s,enhanced_speed,"0.606",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559294",s,position_lat,"634647530",semicircles,position_long,"83845135",semicircles,distance,"53.9",m,speed,"0.625",m/s,enhanced_speed,"0.625",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559295",s,position_lat,"634647480",semicircles,position_long,"83845221",semicircles,distance,"54.57",m,speed,"0.527",m/s,enhanced_speed,"0.527",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559296",s,position_lat,"634647432",semicircles,position_long,"83845304",semicircles,distance,"55.22",m,speed,"0.532",m/s,enhanced_speed,"0.532",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559297",s,position_lat,"634647388",semicircles,position_long,"83845389",semicircles,distance,"55.84",m,speed,"0.527",m/s,enhanced_speed,"0.527",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559298",s,position_lat,"634647346",semicircles,position_long,"83845474",semicircles,distance,"56.46",m,speed,"0.518",m/s,enhanced_speed,"0.518",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559299",s,position_lat,"634647302",semicircles,position_long,"83845554",semicircles,distance,"57.07",m,speed,"0.513",m/s,enhanced_speed,"0.513",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559300",s,position_lat,"634647256",semicircles,position_long,"83845634",semicircles,distance,"57.69",m,speed,"0.513",m/s,enhanced_speed,"0.513",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559301",s,position_lat,"634647209",semicircles,position_long,"83845714",semicircles,distance,"58.31",m,speed,"0.513",m/s,enhanced_speed,"0.513",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559302",s,position_lat,"634647165",semicircles,position_long,"83845792",semicircles,distance,"58.91",m,speed,"0.513",m/s,enhanced_speed,"0.513",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559303",s,position_lat,"634647123",semicircles,position_long,"83845883",semicircles,distance,"59.55",m,speed,"0.522",m/s,enhanced_speed,"0.522",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559304",s,position_lat,"634647085",semicircles,position_long,"83845977",semicircles,distance,"60.19",m,speed,"0.544",m/s,enhanced_speed,"0.544",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559305",s,position_lat,"634647046",semicircles,position_long,"83846070",semicircles,distance,"60.82",m,speed,"0.558",m/s,enhanced_speed,"0.558",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559306",s,position_lat,"634647007",semicircles,position_long,"83846165",semicircles,distance,"61.47",m,speed,"0.574",m/s,enhanced_speed,"0.574",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559307",s,position_lat,"634646969",semicircles,position_long,"83846256",semicircles,distance,"62.09",m,speed,"0.586",m/s,enhanced_speed,"0.586",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559308",s,position_lat,"634646931",semicircles,position_long,"83846351",semicircles,distance,"62.72",m,speed,"0.588",m/s,enhanced_speed,"0.588",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559309",s,position_lat,"634646893",semicircles,position_long,"83846441",semicircles,distance,"63.34",m,speed,"0.593",m/s,enhanced_speed,"0.593",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559310",s,position_lat,"634646865",semicircles,position_long,"83846500",semicircles,distance,"63.76",m,speed,"0.593",m/s,enhanced_speed,"0.593",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559311",s,position_lat,"634646839",semicircles,position_long,"83846558",semicircles,distance,"64.17",m,speed,"0.593",m/s,enhanced_speed,"0.593",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559312",s,position_lat,"634646795",semicircles,position_long,"83846666",semicircles,distance,"64.9",m,speed,"0.683",m/s,enhanced_speed,"0.683",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559313",s,position_lat,"634646755",semicircles,position_long,"83846769",semicircles,distance,"65.58",m,speed,"0.647",m/s,enhanced_speed,"0.647",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559314",s,position_lat,"634646719",semicircles,position_long,"83846876",semicircles,distance,"66.27",m,speed,"0.635",m/s,enhanced_speed,"0.635",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559315",s,position_lat,"634646690",semicircles,position_long,"83846982",semicircles,distance,"66.92",m,speed,"0.657",m/s,enhanced_speed,"0.657",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559377",s,position_lat,"634646436",semicircles,position_long,"83847300",semicircles,distance,"69.88",m,speed,"0.047",m/s,enhanced_speed,"0.047",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559378",s,position_lat,"634646237",semicircles,position_long,"83847565",semicircles,distance,"72.26",m,speed,"2.375",m/s,enhanced_speed,"2.375",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559379",s,position_lat,"634646077",semicircles,position_long,"83847801",semicircles,distance,"74.25",m,speed,"1.992",m/s,enhanced_speed,"1.992",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559380",s,position_lat,"634645953",semicircles,position_long,"83848008",semicircles,distance,"75.89",m,speed,"1.636",m/s,enhanced_speed,"1.636",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559381",s,position_lat,"634645842",semicircles,position_long,"83848200",semicircles,distance,"77.38",m,speed,"0.652",m/s,enhanced_speed,"0.652",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559382",s,position_lat,"634645745",semicircles,position_long,"83848385",semicircles,distance,"78.75",m,speed,"1.047",m/s,enhanced_speed,"1.047",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559383",s,position_lat,"634645666",semicircles,position_long,"83848549",semicircles,distance,"79.93",m,speed,"1.039",m/s,enhanced_speed,"1.039",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559384",s,position_lat,"634645607",semicircles,position_long,"83848695",semicircles,distance,"80.91",m,speed,"0.508",m/s,enhanced_speed,"0.508",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559385",s,position_lat,"634645564",semicircles,position_long,"83848825",semicircles,distance,"81.74",m,speed,"0.513",m/s,enhanced_speed,"0.513",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559386",s,position_lat,"634645550",semicircles,position_long,"83848867",semicircles,distance,"82.01",m,speed,"0.538",m/s,enhanced_speed,"0.538",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559387",s,position_lat,"634645535",semicircles,position_long,"83848910",semicircles,distance,"82.29",m,speed,"0.538",m/s,enhanced_speed,"0.538",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559388",s,position_lat,"634645521",semicircles,position_long,"83848952",semicircles,distance,"82.56",m,speed,"0.268",m/s,enhanced_speed,"0.268",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559389",s,position_lat,"634645507",semicircles,position_long,"83848994",semicircles,distance,"82.83",m,speed,"0.268",m/s,enhanced_speed,"0.268",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559390",s,position_lat,"634645465",semicircles,position_long,"83849142",semicircles,distance,"83.74",m,speed,"0.915",m/s,enhanced_speed,"0.915",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559391",s,position_lat,"634645416",semicircles,position_long,"83849284",semicircles,distance,"84.66",m,speed,"0.916",m/s,enhanced_speed,"0.916",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559392",s,position_lat,"634645363",semicircles,position_long,"83849411",semicircles,distance,"85.52",m,speed,"0.865",m/s,enhanced_speed,"0.865",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559393",s,position_lat,"634645322",semicircles,position_long,"83849528",semicircles,distance,"86.28",m,speed,"0.683",m/s,enhanced_speed,"0.683",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559394",s,position_lat,"634645279",semicircles,position_long,"83849632",semicircles,distance,"86.99",m,speed,"0.527",m/s,enhanced_speed,"0.527",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559395",s,position_lat,"634645239",semicircles,position_long,"83849729",semicircles,distance,"87.65",m,speed,"0.666",m/s,enhanced_speed,"0.666",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559396",s,position_lat,"634645202",semicircles,position_long,"83849822",semicircles,distance,"88.27",m,speed,"0.555",m/s,enhanced_speed,"0.555",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559397",s,position_lat,"634645150",semicircles,position_long,"83849904",semicircles,distance,"88.94",m,speed,"0.586",m/s,enhanced_speed,"0.586",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559398",s,position_lat,"634645094",semicircles,position_long,"83849989",semicircles,distance,"89.64",m,speed,"0.883",m/s,enhanced_speed,"0.883",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559399",s,position_lat,"634645051",semicircles,position_long,"83850080",semicircles,distance,"90.29",m,speed,"0.774",m/s,enhanced_speed,"0.774",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559400",s,position_lat,"634645003",semicircles,position_long,"83850162",semicircles,distance,"90.93",m,speed,"0.606",m/s,enhanced_speed,"0.606",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1019559401",s,position_lat,"634644947",semicircles,position_long,"83850232",semicircles,distance,"91.58",m,speed,"0.652",m/s,enhanced_speed,"0.652",m/s,,,,,,,,,,,,,,,,,,,,,,
