Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,20,,
Data,0,file_id,type,"4",,time_created,"996509912",,manufacturer,"23",,product,"23",,product_name,"Suunto Ambit3 Sport",,
Definition,1,record,timestamp,1,,position_lat,1,,position_long,1,,,,,,,,
Definition,2,record,timestamp,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,3,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,4,record,timestamp,1,,altitude,1,,speed,1,,vertical_speed,1,,,,,,,,,,,
Definition,5,event,event,1,,timestamp,1,,event_type,1,,data,1,,,,,,,,,,,
Definition,6,session,timestamp,1,,start_time,1,,event,1,,event_type,1,,sport,1,,avg_speed,1,,max_speed,1,,total_timer_time,1,,total_elapsed_time,1,,total_distance,1,,max_altitude,1,,min_altitude,1,,total_ascent,1,,total_descent,1,,
Data,1,record,timestamp,"996507496",s,position_lat,"640243331",semicircles,position_long,"-12105106",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507497",s,position_lat,"640244429",semicircles,position_long,"-12104999",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507499",s,position_lat,"640246600",semicircles,position_long,"-12105071",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507500",s,position_lat,"640247686",semicircles,position_long,"-12105130",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507501",s,position_lat,"640248784",semicircles,position_long,"-12105190",semicircles,distance,"878.0",m,altitude,"9.0",m,speed,"9.7",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"9.7",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507502",s,position_lat,"640249905",semicircles,position_long,"-12105345",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507503",s,position_lat,"640250991",semicircles,position_long,"-12105608",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507505",s,position_lat,"640252100",semicircles,position_long,"-12105930",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507506",s,position_lat,"640253186",semicircles,position_long,"-12106216",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507507",s,position_lat,"640254260",semicircles,position_long,"-12106311",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507509",s,position_lat,"640255966",semicircles,position_long,"-12105321",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507511",s,position_lat,"640256682",semicircles,position_long,"-12103890",semicircles,distance,"967.0",m,altitude,"9.0",m,speed,"9.41",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"9.41",m/s,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507521",s,distance,"967.0",m,altitude,"9.0",m,speed,"2.81",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.81",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507531",s,distance,"967.0",m,altitude,"8.0",m,speed,"1.06",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"1.06",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507541",s,distance,"967.0",m,altitude,"8.0",m,speed,"0.88",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"0.88",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507551",s,distance,"967.0",m,altitude,"10.0",m,speed,"0.0",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507554",s,position_lat,"640255736",semicircles,position_long,"-12103002",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507561",s,distance,"977.0",m,altitude,"10.0",m,speed,"0.0",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507563",s,position_lat,"640254507",semicircles,position_long,"-12102692",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507568",s,position_lat,"640253170",semicircles,position_long,"-12102143",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507571",s,position_lat,"640251560",semicircles,position_long,"-12101391",semicircles,distance,"1001.0",m,altitude,"11.0",m,speed,"2.12",m/s,vertical_speed,"0.11",m/s,enhanced_altitude,"11.0",m,enhanced_speed,"2.12",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507573",s,position_lat,"640250104",semicircles,position_long,"-12100986",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507575",s,position_lat,"640248303",semicircles,position_long,"-12100771",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507577",s,position_lat,"640246418",semicircles,position_long,"-12100914",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507579",s,position_lat,"640244437",semicircles,position_long,"-12100699",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507580",s,position_lat,"640243364",semicircles,position_long,"-12100532",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507581",s,position_lat,"640242206",semicircles,position_long,"-12100365",semicircles,distance,"1093.0",m,altitude,"11.0",m,speed,"7.54",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"11.0",m,enhanced_speed,"7.54",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507582",s,position_lat,"640241037",semicircles,position_long,"-12100234",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507584",s,position_lat,"640238997",semicircles,position_long,"-12099805",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507586",s,position_lat,"640237231",semicircles,position_long,"-12099387",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507588",s,position_lat,"640235955",semicircles,position_long,"-12099113",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507591",s,distance,"1163.0",m,altitude,"12.0",m,speed,"7.18",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"12.0",m,enhanced_speed,"7.18",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507593",s,position_lat,"640234833",semicircles,position_long,"-12098969",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507598",s,position_lat,"640233822",semicircles,position_long,"-12098342",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507601",s,distance,"1183.0",m,altitude,"12.0",m,speed,"2.12",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"12.0",m,enhanced_speed,"2.12",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507604",s,position_lat,"640232784",semicircles,position_long,"-12097757",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507610",s,position_lat,"640231531",semicircles,position_long,"-12097018",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507611",s,distance,"1206.0",m,altitude,"12.0",m,speed,"1.95",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"12.0",m,enhanced_speed,"1.95",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507614",s,position_lat,"640230231",semicircles,position_long,"-12096421",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507617",s,position_lat,"640229157",semicircles,position_long,"-12095860",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507621",s,position_lat,"640227928",semicircles,position_long,"-12095467",semicircles,distance,"1229.0",m,altitude,"11.0",m,speed,"2.72",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"11.0",m,enhanced_speed,"2.72",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507625",s,position_lat,"640226735",semicircles,position_long,"-12094954",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507629",s,position_lat,"640225578",semicircles,position_long,"-12094118",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507631",s,distance,"1264.0",m,altitude,"11.0",m,speed,"2.83",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"11.0",m,enhanced_speed,"2.83",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507632",s,position_lat,"640224110",semicircles,position_long,"-12092961",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507634",s,position_lat,"640222810",semicircles,position_long,"-12092400",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507636",s,position_lat,"640221151",semicircles,position_long,"-12091685",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507638",s,position_lat,"640219362",semicircles,position_long,"-12091064",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507640",s,position_lat,"640217548",semicircles,position_long,"-12090623",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507641",s,distance,"1342.0",m,altitude,"9.0",m,speed,"6.4",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"6.4",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507642",s,position_lat,"640215759",semicircles,position_long,"-12090360",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507644",s,position_lat,"640214112",semicircles,position_long,"-12090169",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507646",s,position_lat,"640212538",semicircles,position_long,"-12089764",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507648",s,position_lat,"640211130",semicircles,position_long,"-12088821",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507650",s,position_lat,"640210653",semicircles,position_long,"-12087032",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507651",s,distance,"1414.0",m,altitude,"9.0",m,speed,"8.01",m/s,vertical_speed,"-0.06",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"8.01",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507661",s,distance,"1414.0",m,altitude,"8.0",m,speed,"5.38",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"5.38",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507671",s,distance,"1414.0",m,altitude,"6.0",m,speed,"1.09",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"1.09",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507681",s,distance,"1414.0",m,altitude,"6.0",m,speed,"0.72",m/s,vertical_speed,"-0.11",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.72",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507691",s,distance,"1414.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"-0.13",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507701",s,distance,"1414.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507711",s,distance,"1414.0",m,altitude,"8.0",m,speed,"0.29",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"0.29",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507715",s,position_lat,"640211611",semicircles,position_long,"-12086089",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507721",s,distance,"1424.0",m,altitude,"8.0",m,speed,"0.33",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"0.33",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507731",s,distance,"1424.0",m,altitude,"9.0",m,speed,"0.33",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"0.33",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507741",s,position_lat,"640212875",semicircles,position_long,"-12086297",semicircles,distance,"1424.0",m,altitude,"8.0",m,speed,"0.34",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"0.34",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507745",s,position_lat,"640213973",semicircles,position_long,"-12086679",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507749",s,position_lat,"640215214",semicircles,position_long,"-12087239",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507751",s,distance,"1458.0",m,altitude,"10.0",m,speed,"2.16",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"2.16",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507753",s,position_lat,"640216216",semicircles,position_long,"-12087991",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507758",s,position_lat,"640217409",semicircles,position_long,"-12088552",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507761",s,distance,"1480.0",m,altitude,"9.0",m,speed,"2.55",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.55",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507762",s,position_lat,"640218435",semicircles,position_long,"-12089101",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507768",s,position_lat,"640219676",semicircles,position_long,"-12089637",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507771",s,distance,"1502.0",m,altitude,"9.0",m,speed,"2.29",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.29",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507773",s,position_lat,"640220785",semicircles,position_long,"-12090115",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507778",s,position_lat,"640222062",semicircles,position_long,"-12090771",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507781",s,position_lat,"640223252",semicircles,position_long,"-12091125",semicircles,distance,"1536.0",m,altitude,"10.0",m,speed,"2.5",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"2.5",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507785",s,position_lat,"640224648",semicircles,position_long,"-12091626",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507788",s,position_lat,"640225829",semicircles,position_long,"-12092080",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507791",s,distance,"1561.0",m,altitude,"10.0",m,speed,"3.37",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"3.37",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507792",s,position_lat,"640227046",semicircles,position_long,"-12092724",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507795",s,position_lat,"640228215",semicircles,position_long,"-12093261",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507799",s,position_lat,"640229301",semicircles,position_long,"-12093809",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507801",s,distance,"1595.0",m,altitude,"10.0",m,speed,"3.1",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"3.1",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507803",s,position_lat,"640230590",semicircles,position_long,"-12094466",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507807",s,position_lat,"640231711",semicircles,position_long,"-12095086",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507811",s,position_lat,"640233035",semicircles,position_long,"-12095623",semicircles,distance,"1618.0",m,altitude,"10.0",m,speed,"2.99",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"2.99",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507816",s,position_lat,"640234372",semicircles,position_long,"-12096207",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507820",s,position_lat,"640235589",semicircles,position_long,"-12096840",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507821",s,distance,"1656.0",m,altitude,"9.0",m,speed,"2.95",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.95",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507824",s,position_lat,"640236674",semicircles,position_long,"-12097580",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507829",s,position_lat,"640237867",semicircles,position_long,"-12098462",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507831",s,distance,"1679.0",m,altitude,"9.0",m,speed,"2.9",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.9",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507834",s,position_lat,"640238893",semicircles,position_long,"-12099309",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507841",s,distance,"1690.0",m,altitude,"9.0",m,speed,"2.45",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.45",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507846",s,position_lat,"640240070",semicircles,position_long,"-12099726",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507851",s,distance,"1701.0",m,altitude,"9.0",m,speed,"1.73",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"1.73",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507861",s,distance,"1701.0",m,altitude,"8.0",m,speed,"0.71",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"0.71",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507871",s,distance,"1701.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507881",s,distance,"1701.0",m,altitude,"11.0",m,speed,"0.0",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"11.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507886",s,position_lat,"640238996",semicircles,position_long,"-12100012",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507891",s,distance,"1711.0",m,altitude,"9.0",m,speed,"0.0",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507901",s,distance,"1711.0",m,altitude,"8.0",m,speed,"0.31",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"0.31",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507911",s,distance,"1711.0",m,altitude,"7.0",m,speed,"0.32",m/s,vertical_speed,"-0.11",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.32",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507912",s,position_lat,"640237921",semicircles,position_long,"-12100288",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507921",s,distance,"1721.0",m,altitude,"7.0",m,speed,"0.33",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.33",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507927",s,position_lat,"640236847",semicircles,position_long,"-12099870",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507931",s,position_lat,"640235475",semicircles,position_long,"-12099632",semicircles,distance,"1731.0",m,altitude,"8.0",m,speed,"1.56",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"1.56",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507936",s,position_lat,"640234354",semicircles,position_long,"-12099512",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"996507941",s,position_lat,"640233149",semicircles,position_long,"-12099560",semicircles,distance,"1755.0",m,altitude,"9.0",m,speed,"2.47",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.47",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507946",s,position_lat,"640231932",semicircles,position_long,"-12099429",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507951",s,distance,"1777.0",m,altitude,"10.0",m,speed,"2.33",m/s,vertical_speed,"0.1",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"2.33",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507952",s,position_lat,"640230739",semicircles,position_long,"-12099250",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507957",s,position_lat,"640229641",semicircles,position_long,"-12098713",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507961",s,distance,"1799.0",m,altitude,"10.0",m,speed,"2.1",m/s,vertical_speed,"0.08",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"2.1",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507962",s,position_lat,"640228552",semicircles,position_long,"-12098356",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507967",s,position_lat,"640227490",semicircles,position_long,"-12097879",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507971",s,distance,"1820.0",m,altitude,"9.0",m,speed,"2.1",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.1",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507972",s,position_lat,"640226440",semicircles,position_long,"-12097342",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507977",s,position_lat,"640225295",semicircles,position_long,"-12096853",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507981",s,distance,"1841.0",m,altitude,"9.0",m,speed,"2.09",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.09",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507983",s,position_lat,"640224114",semicircles,position_long,"-12096483",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507988",s,position_lat,"640223064",semicircles,position_long,"-12096042",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996507991",s,distance,"1862.0",m,altitude,"9.0",m,speed,"2.08",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"9.0",m,enhanced_speed,"2.08",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996507995",s,position_lat,"640221919",semicircles,position_long,"-12095648",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996508001",s,distance,"1873.0",m,altitude,"10.0",m,speed,"2.01",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"10.0",m,enhanced_speed,"2.01",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996508002",s,position_lat,"640220761",semicircles,position_long,"-12095207",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"996508010",s,position_lat,"640219676",semicircles,position_long,"-12094777",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"996508011",s,distance,"1895.0",m,altitude,"11.0",m,speed,"1.76",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"11.0",m,enhanced_speed,"1.76",m/s,,,,,,,,,,,,,,,,,,,,,,
