Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Definition,0,file_id,type,1,,manufacturer,1,,time_created,1,,product,1,,product_name,13,,
Data,0,file_id,type,"4",,manufacturer,"294",,time_created,"1017922854",,product,"831",,product_name,"COROS VERTIX",,
Definition,0,developer_data_id,manufacturer_id,1,,developer_data_index,1,,application_id,16,,,,,,,,
Data,0,developer_data_id,manufacturer_id,"294",,developer_data_index,"0",,application_id,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|71",,,,,,,,
Definition,0,device_info,timestamp,1,,manufacturer,1,,product_name,13,,,,,,,,
Data,0,device_info,timestamp,"1017922854",s,manufacturer,"294",,product_name,"COROS VERTIX",,,,,,,,
Definition,0,activity,timestamp,1,,total_timer_time,1,,local_timestamp,1,,num_sessions,1,,type,1,,event,1,,event_type,1,,
Data,0,activity,timestamp,"1005652066",,total_timer_time,"6656.36",s,local_timestamp,"1005652066",,num_sessions,"1",,type,"1",,event,"26",,event_type,"1",,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,11,,units,6,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"8",,fit_base_type_id,"132",,field_name,"Form Power",,units,"Watts",,,,,,,,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,21,,units,5,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"9",,fit_base_type_id,"136",,field_name,"Leg Spring Stiffness",,units,"KN/m",,,,,,,,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,10,,units,6,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"11",,fit_base_type_id,"132",,field_name,"Air Power",,units,"Watts",,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"12",,fit_base_type_id,"134",,field_name,"Sat",,,,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"13",,fit_base_type_id,"136",,field_name,"hdop",,units,"m",,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"14",,fit_base_type_id,"134",,field_name,"cog",,,,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"15",,fit_base_type_id,"134",,field_name,"idx",,,,,,,,,,,
Definition,0,event,timestamp,1,,event,1,,event_type,1,,event_group,1,,,,,,,,,,,
Data,0,event,timestamp,"1005652066",s,event,"0",,event_type,"0",,event_group,"0",,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,activity_type,1,,,,,,,,,,,,,,
Data,0,record,timestamp,"1005652066",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,heart_rate,1,,activity_type,1,,,,,,,,,,,
Data,0,record,timestamp,"1005652067",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652068",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652069",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652070",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652071",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652072",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652073",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652074",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652075",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652076",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652077",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652078",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652079",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652080",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652081",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652082",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652083",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652084",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652085",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652086",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652087",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652088",s,distance,"0.0",m,heart_rate,"108",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652089",s,distance,"0.0",m,heart_rate,"108",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652090",s,distance,"0.0",m,heart_rate,"110",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652091",s,distance,"0.0",m,heart_rate,"109",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652092",s,distance,"0.0",m,heart_rate,"110",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652093",s,distance,"0.0",m,heart_rate,"111",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652094",s,distance,"0.0",m,heart_rate,"112",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652095",s,distance,"0.0",m,heart_rate,"112",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652096",s,distance,"0.0",m,heart_rate,"112",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652097",s,distance,"0.0",m,heart_rate,"113",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652098",s,distance,"0.0",m,heart_rate,"113",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652099",s,distance,"0.0",m,heart_rate,"116",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652100",s,distance,"0.0",m,heart_rate,"116",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652101",s,distance,"0.0",m,heart_rate,"112",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652102",s,distance,"0.0",m,heart_rate,"113",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652103",s,distance,"0.0",m,heart_rate,"113",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652104",s,distance,"0.0",m,heart_rate,"110",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652105",s,distance,"0.0",m,heart_rate,"110",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652106",s,distance,"0.0",m,heart_rate,"109",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652107",s,distance,"0.0",m,heart_rate,"109",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652108",s,distance,"0.0",m,heart_rate,"109",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652109",s,distance,"0.0",m,heart_rate,"109",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652110",s,distance,"0.0",m,heart_rate,"109",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652111",s,distance,"0.0",m,heart_rate,"108",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652112",s,distance,"0.0",m,heart_rate,"108",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652113",s,distance,"0.0",m,heart_rate,"108",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652114",s,distance,"0.0",m,heart_rate,"108",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652115",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652116",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652117",s,distance,"0.0",m,heart_rate,"107",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652118",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652119",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652120",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652121",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652122",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652123",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652124",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652125",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652126",s,distance,"0.0",m,heart_rate,"104",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652127",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652128",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652129",s,distance,"0.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652130",s,distance,"0.0",m,heart_rate,"105",bpm,activity_type,"43",,,,,,,,,,,
Data,0,record,timestamp,"1005652131",s,distance,"0.0",m,heart_rate,"104",bpm,activity_type,"43",,,,,,,,,,,
