Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,20,,
Data,0,file_id,type,"4",,time_created,"1004259477",,manufacturer,"23",,product,"23",,product_name,"Suunto Ambit3 Sport",,
Definition,1,record,timestamp,1,,position_lat,1,,position_long,1,,,,,,,,
Definition,2,record,timestamp,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,3,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,4,event,event,1,,timestamp,1,,event_type,1,,data,1,,,,,,,,,,,
Definition,5,session,timestamp,1,,start_time,1,,event,1,,event_type,1,,sport,1,,avg_speed,1,,max_speed,1,,total_timer_time,1,,total_elapsed_time,1,,total_distance,1,,max_altitude,1,,min_altitude,1,,total_ascent,1,,total_descent,1,,
Data,1,record,timestamp,"1004254713",s,position_lat,"640255781",semicircles,position_long,"-12132853",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254716",s,position_lat,"640256354",semicircles,position_long,"-12134523",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254720",s,distance,"2279.0",m,altitude,"6.0",m,speed,"3.11",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"3.11",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254723",s,position_lat,"640256747",semicircles,position_long,"-12136253",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254730",s,distance,"2289.0",m,altitude,"6.0",m,speed,"1.85",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"1.85",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254733",s,position_lat,"640256497",semicircles,position_long,"-12134261",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254738",s,position_lat,"640255960",semicircles,position_long,"-12132209",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254740",s,distance,"2313.0",m,altitude,"6.0",m,speed,"1.67",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"1.67",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254743",s,position_lat,"640255535",semicircles,position_long,"-12130129",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254748",s,position_lat,"640255034",semicircles,position_long,"-12128483",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254750",s,distance,"2335.0",m,altitude,"5.0",m,speed,"2.06",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.06",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254753",s,position_lat,"640254628",semicircles,position_long,"-12126491",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254758",s,position_lat,"640254426",semicircles,position_long,"-12124522",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254760",s,distance,"2358.0",m,altitude,"6.0",m,speed,"2.13",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.13",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254763",s,position_lat,"640254020",semicircles,position_long,"-12122577",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254768",s,position_lat,"640253459",semicircles,position_long,"-12120740",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254770",s,distance,"2381.0",m,altitude,"5.0",m,speed,"2.16",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.16",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254772",s,position_lat,"640252851",semicircles,position_long,"-12119141",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254777",s,position_lat,"640252242",semicircles,position_long,"-12117412",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254780",s,distance,"2403.0",m,altitude,"6.0",m,speed,"2.16",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.16",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254782",s,position_lat,"640251872",semicircles,position_long,"-12115264",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254786",s,position_lat,"640251467",semicircles,position_long,"-12113439",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004254790",s,position_lat,"640250942",semicircles,position_long,"-12111375",semicircles,distance,"2426.0",m,altitude,"6.0",m,speed,"2.51",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.51",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254794",s,position_lat,"640250488",semicircles,position_long,"-12109514",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254799",s,position_lat,"640249900",semicircles,position_long,"-12107807",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254800",s,distance,"2460.0",m,altitude,"6.0",m,speed,"2.53",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.53",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254806",s,position_lat,"640249280",semicircles,position_long,"-12105899",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004254810",s,position_lat,"640248839",semicircles,position_long,"-12104061",semicircles,distance,"2472.0",m,altitude,"6.0",m,speed,"2.39",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.39",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254816",s,position_lat,"640248361",semicircles,position_long,"-12102200",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254820",s,distance,"2494.0",m,altitude,"5.0",m,speed,"2.26",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.26",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254822",s,position_lat,"640247729",semicircles,position_long,"-12100506",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254827",s,position_lat,"640247204",semicircles,position_long,"-12098740",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004254830",s,position_lat,"640246894",semicircles,position_long,"-12096760",semicircles,distance,"2516.0",m,altitude,"5.0",m,speed,"2.22",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.22",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254835",s,position_lat,"640246393",semicircles,position_long,"-12094851",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254840",s,distance,"2539.0",m,altitude,"5.0",m,speed,"2.28",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.28",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254841",s,position_lat,"640245737",semicircles,position_long,"-12093145",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254846",s,position_lat,"640245045",semicircles,position_long,"-12091272",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254850",s,distance,"2563.0",m,altitude,"5.0",m,speed,"2.28",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.28",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254851",s,position_lat,"640244496",semicircles,position_long,"-12089387",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254856",s,position_lat,"640244054",semicircles,position_long,"-12087609",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254860",s,distance,"2585.0",m,altitude,"4.0",m,speed,"2.23",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.23",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254862",s,position_lat,"640243506",semicircles,position_long,"-12085920",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254868",s,position_lat,"640242790",semicircles,position_long,"-12084238",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254870",s,distance,"2607.0",m,altitude,"4.0",m,speed,"2.19",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.19",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254880",s,distance,"2607.0",m,altitude,"5.0",m,speed,"1.87",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"1.87",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254882",s,position_lat,"640242515",semicircles,position_long,"-12086218",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254888",s,position_lat,"640242861",semicircles,position_long,"-12088103",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254890",s,distance,"2629.0",m,altitude,"6.0",m,speed,"1.65",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"1.65",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254893",s,position_lat,"640243219",semicircles,position_long,"-12089940",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254898",s,position_lat,"640243518",semicircles,position_long,"-12091778",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254900",s,distance,"2650.0",m,altitude,"7.0",m,speed,"1.81",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"1.81",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254903",s,position_lat,"640243756",semicircles,position_long,"-12093794",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254908",s,position_lat,"640243852",semicircles,position_long,"-12095918",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254910",s,distance,"2673.0",m,altitude,"8.0",m,speed,"2.09",m/s,vertical_speed,"0.08",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"2.09",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254914",s,position_lat,"640244162",semicircles,position_long,"-12097934",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004254920",s,position_lat,"640244484",semicircles,position_long,"-12099867",semicircles,distance,"2696.0",m,altitude,"8.0",m,speed,"2.06",m/s,vertical_speed,"0.08",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"2.06",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254925",s,position_lat,"640244603",semicircles,position_long,"-12101692",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254930",s,distance,"2706.0",m,altitude,"8.0",m,speed,"2.03",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"8.0",m,enhanced_speed,"2.03",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254931",s,position_lat,"640244782",semicircles,position_long,"-12103708",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254937",s,position_lat,"640245104",semicircles,position_long,"-12105760",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254940",s,distance,"2729.0",m,altitude,"7.0",m,speed,"2.02",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"2.02",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254942",s,position_lat,"640245653",semicircles,position_long,"-12107800",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254945",s,position_lat,"640246512",semicircles,position_long,"-12109840",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254947",s,position_lat,"640247204",semicircles,position_long,"-12111654",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254949",s,position_lat,"640247896",semicircles,position_long,"-12113503",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254950",s,distance,"2779.0",m,altitude,"7.0",m,speed,"3.98",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"3.98",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254951",s,position_lat,"640248349",semicircles,position_long,"-12115424",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254957",s,position_lat,"640248648",semicircles,position_long,"-12117452",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254960",s,distance,"2802.0",m,altitude,"6.0",m,speed,"3.18",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"3.18",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254961",s,position_lat,"640248958",semicircles,position_long,"-12119409",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254966",s,position_lat,"640249459",semicircles,position_long,"-12121461",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254970",s,distance,"2826.0",m,altitude,"5.0",m,speed,"2.57",m/s,vertical_speed,"-0.06",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.57",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254972",s,position_lat,"640249948",semicircles,position_long,"-12123382",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254975",s,position_lat,"640250378",semicircles,position_long,"-12125064",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254979",s,position_lat,"640250950",semicircles,position_long,"-12127032",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254980",s,distance,"2860.0",m,altitude,"5.0",m,speed,"2.63",m/s,vertical_speed,"-0.06",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.63",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254983",s,position_lat,"640251240",semicircles,position_long,"-12128920",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254988",s,position_lat,"640251526",semicircles,position_long,"-12130972",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004254990",s,distance,"2882.0",m,altitude,"6.0",m,speed,"2.56",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.56",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254993",s,position_lat,"640251825",semicircles,position_long,"-12132845",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004254999",s,position_lat,"640252195",semicircles,position_long,"-12134754",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255000",s,distance,"2904.0",m,altitude,"7.0",m,speed,"2.36",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"2.36",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255010",s,distance,"2904.0",m,altitude,"7.0",m,speed,"2.05",m/s,vertical_speed,"0.06",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"2.05",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255020",s,distance,"2904.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255023",s,position_lat,"640252028",semicircles,position_long,"-12132952",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255028",s,position_lat,"640251741",semicircles,position_long,"-12131055",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255030",s,distance,"2925.0",m,altitude,"6.0",m,speed,"1.25",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"1.25",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255034",s,position_lat,"640251371",semicircles,position_long,"-12128896",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004255040",s,position_lat,"640251086",semicircles,position_long,"-12127007",semicircles,distance,"2948.0",m,altitude,"6.0",m,speed,"2.04",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.04",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255046",s,position_lat,"640250692",semicircles,position_long,"-12125170",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255050",s,distance,"2959.0",m,altitude,"7.0",m,speed,"1.95",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"1.95",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255051",s,position_lat,"640250132",semicircles,position_long,"-12123261",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255054",s,position_lat,"640249655",semicircles,position_long,"-12120982",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255057",s,position_lat,"640249380",semicircles,position_long,"-12118453",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255059",s,position_lat,"640249010",semicircles,position_long,"-12116616",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255060",s,distance,"3009.0",m,altitude,"7.0",m,speed,"3.13",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"3.13",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255063",s,position_lat,"640248509",semicircles,position_long,"-12114731",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255068",s,position_lat,"640248175",semicircles,position_long,"-12112917",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255070",s,distance,"3031.0",m,altitude,"5.0",m,speed,"3.41",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"3.41",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255073",s,position_lat,"640247758",semicircles,position_long,"-12111223",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255079",s,position_lat,"640247149",semicircles,position_long,"-12109398",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255080",s,distance,"3052.0",m,altitude,"5.0",m,speed,"2.23",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.23",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255084",s,position_lat,"640246576",semicircles,position_long,"-12107489",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255089",s,position_lat,"640246231",semicircles,position_long,"-12105580",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255090",s,distance,"3075.0",m,altitude,"6.0",m,speed,"2.2",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.2",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255094",s,position_lat,"640245682",semicircles,position_long,"-12103910",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255099",s,position_lat,"640245133",semicircles,position_long,"-12102311",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255100",s,distance,"3096.0",m,altitude,"6.0",m,speed,"2.19",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.19",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255103",s,position_lat,"640244575",semicircles,position_long,"-12100739",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255106",s,position_lat,"640244348",semicircles,position_long,"-12098758",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255109",s,position_lat,"640244145",semicircles,position_long,"-12096527",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255110",s,distance,"3130.0",m,altitude,"6.0",m,speed,"2.32",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.32",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255112",s,position_lat,"640243990",semicircles,position_long,"-12094654",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255114",s,position_lat,"640243704",semicircles,position_long,"-12092364",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255120",s,distance,"3153.0",m,altitude,"6.0",m,speed,"4.43",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"4.43",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255121",s,position_lat,"640243024",semicircles,position_long,"-12090634",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255130",s,distance,"3165.0",m,altitude,"6.0",m,speed,"2.2",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.2",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004255140",s,position_lat,"640242463",semicircles,position_long,"-12092507",semicircles,distance,"3165.0",m,altitude,"6.0",m,speed,"1.19",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"1.19",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255144",s,position_lat,"640242511",semicircles,position_long,"-12094392",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255149",s,position_lat,"640242749",semicircles,position_long,"-12096312",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255150",s,distance,"3198.0",m,altitude,"5.0",m,speed,"1.87",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"1.87",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255153",s,position_lat,"640243059",semicircles,position_long,"-12098078",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255158",s,position_lat,"640243346",semicircles,position_long,"-12100011",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255160",s,distance,"3219.0",m,altitude,"5.0",m,speed,"2.16",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.16",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255163",s,position_lat,"640243528",semicircles,position_long,"-12102077",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255168",s,position_lat,"640243612",semicircles,position_long,"-12103915",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255170",s,distance,"3240.0",m,altitude,"4.0",m,speed,"2.19",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.19",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255174",s,position_lat,"640243970",semicircles,position_long,"-12105764",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004255180",s,distance,"3251.0",m,altitude,"5.0",m,speed,"2.11",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.11",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255181",s,position_lat,"640244268",semicircles,position_long,"-12107792",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004255185",s,position_lat,"640244662",semicircles,position_long,"-12109498",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004255190",s,position_lat,"640244972",semicircles,position_long,"-12111371",semicircles,distance,"3284.0",m,altitude,"5.0",m,speed,"2.15",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.15",m/s,,,,,,,,,,,,,,,,
