Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,
Definition,0,file_id,type,1,,time_created,1,,manufacturer,1,,product,1,,product_name,20,,
Data,0,file_id,type,"4",,time_created,"1004259477",,manufacturer,"23",,product,"23",,product_name,"Suunto Ambit3 Sport",,
Definition,1,record,timestamp,1,,position_lat,1,,position_long,1,,,,,,,,
Definition,2,record,timestamp,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,3,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,vertical_speed,1,,
Definition,4,event,event,1,,timestamp,1,,event_type,1,,data,1,,,,,,,,,,,
Definition,5,session,timestamp,1,,start_time,1,,event,1,,event_type,1,,sport,1,,avg_speed,1,,max_speed,1,,total_timer_time,1,,total_elapsed_time,1,,total_distance,1,,max_altitude,1,,min_altitude,1,,total_ascent,1,,total_descent,1,,
Data,1,record,timestamp,"1004256284",s,position_lat,"640258706",semicircles,position_long,"-12127135",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256289",s,position_lat,"640258110",semicircles,position_long,"-12125417",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256290",s,distance,"5426.0",m,altitude,"5.0",m,speed,"2.26",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.26",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256295",s,position_lat,"640257728",semicircles,position_long,"-12123580",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004256300",s,position_lat,"640257368",semicircles,position_long,"-12121683",semicircles,distance,"5448.0",m,altitude,"4.0",m,speed,"2.13",m/s,vertical_speed,"-0.11",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.13",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256305",s,position_lat,"640256902",semicircles,position_long,"-12119893",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256309",s,position_lat,"640256604",semicircles,position_long,"-12117626",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256310",s,distance,"5471.0",m,altitude,"5.0",m,speed,"2.35",m/s,vertical_speed,"-0.1",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.35",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256313",s,position_lat,"640256055",semicircles,position_long,"-12115598",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256316",s,position_lat,"640255459",semicircles,position_long,"-12113677",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256319",s,position_lat,"640255196",semicircles,position_long,"-12111900",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256320",s,distance,"5506.0",m,altitude,"3.0",m,speed,"3.29",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"3.29",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256324",s,position_lat,"640254850",semicircles,position_long,"-12109931",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256329",s,position_lat,"640254492",semicircles,position_long,"-12107819",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256330",s,distance,"5529.0",m,altitude,"3.0",m,speed,"2.71",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.71",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256334",s,position_lat,"640254003",semicircles,position_long,"-12105911",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256338",s,position_lat,"640253609",semicircles,position_long,"-12104049",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256340",s,distance,"5552.0",m,altitude,"4.0",m,speed,"2.58",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.58",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256341",s,position_lat,"640253180",semicircles,position_long,"-12102343",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256345",s,position_lat,"640252667",semicircles,position_long,"-12100339",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256349",s,position_lat,"640252106",semicircles,position_long,"-12098776",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256350",s,distance,"5584.0",m,altitude,"6.0",m,speed,"2.62",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.62",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256354",s,position_lat,"640251569",semicircles,position_long,"-12097177",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256359",s,position_lat,"640251092",semicircles,position_long,"-12095304",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256360",s,distance,"5606.0",m,altitude,"5.0",m,speed,"2.6",m/s,vertical_speed,"0.1",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.6",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256363",s,position_lat,"640250645",semicircles,position_long,"-12093484",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256368",s,position_lat,"640250132",semicircles,position_long,"-12091551",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256370",s,distance,"5628.0",m,altitude,"4.0",m,speed,"2.57",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.57",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256374",s,position_lat,"640249511",semicircles,position_long,"-12090012",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256380",s,distance,"5639.0",m,altitude,"3.0",m,speed,"2.37",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.37",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256390",s,distance,"5639.0",m,altitude,"3.0",m,speed,"0.37",m/s,vertical_speed,"-0.1",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.37",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256400",s,distance,"5639.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256410",s,distance,"5639.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256420",s,distance,"5639.0",m,altitude,"4.0",m,speed,"0.68",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.68",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256421",s,position_lat,"640250146",semicircles,position_long,"-12091738",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256427",s,position_lat,"640250719",semicircles,position_long,"-12093588",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256430",s,distance,"5661.0",m,altitude,"4.0",m,speed,"1.76",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"1.76",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256433",s,position_lat,"640251291",semicircles,position_long,"-12095449",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256437",s,position_lat,"640251888",semicircles,position_long,"-12097071",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256440",s,distance,"5683.0",m,altitude,"3.0",m,speed,"2.31",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.31",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256441",s,position_lat,"640252544",semicircles,position_long,"-12098694",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256446",s,position_lat,"640253164",semicircles,position_long,"-12100209",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256450",s,distance,"5704.0",m,altitude,"4.0",m,speed,"2.31",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.31",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256451",s,position_lat,"640253666",semicircles,position_long,"-12101951",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256455",s,position_lat,"640254417",semicircles,position_long,"-12103585",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256459",s,position_lat,"640255145",semicircles,position_long,"-12105208",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256460",s,distance,"5738.0",m,altitude,"4.0",m,speed,"2.51",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.51",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256463",s,position_lat,"640255944",semicircles,position_long,"-12106651",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256467",s,position_lat,"640256624",semicircles,position_long,"-12108083",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256470",s,distance,"5759.0",m,altitude,"3.0",m,speed,"2.64",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.64",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256472",s,position_lat,"640257412",semicircles,position_long,"-12109598",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256477",s,position_lat,"640258116",semicircles,position_long,"-12111101",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256480",s,distance,"5781.0",m,altitude,"4.0",m,speed,"2.46",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.46",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256482",s,position_lat,"640258907",semicircles,position_long,"-12112822",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256487",s,position_lat,"640259658",semicircles,position_long,"-12114277",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256490",s,distance,"5803.0",m,altitude,"4.0",m,speed,"2.37",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.37",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256492",s,position_lat,"640260350",semicircles,position_long,"-12115816",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256497",s,position_lat,"640260983",semicircles,position_long,"-12117463",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256500",s,distance,"5825.0",m,altitude,"3.0",m,speed,"2.32",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.32",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256502",s,position_lat,"640261698",semicircles,position_long,"-12119121",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256506",s,position_lat,"640262581",semicircles,position_long,"-12120899",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256509",s,position_lat,"640263392",semicircles,position_long,"-12122366",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256510",s,distance,"5860.0",m,altitude,"4.0",m,speed,"2.56",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"2.56",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256513",s,position_lat,"640264096",semicircles,position_long,"-12123846",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256518",s,position_lat,"640264800",semicircles,position_long,"-12125444",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256520",s,distance,"5882.0",m,altitude,"3.0",m,speed,"2.7",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"2.7",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256530",s,distance,"5882.0",m,altitude,"3.0",m,speed,"1.4",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"1.4",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256540",s,distance,"5882.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256550",s,distance,"5882.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256560",s,distance,"5882.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256570",s,distance,"5882.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"0.1",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256580",s,distance,"5882.0",m,altitude,"7.0",m,speed,"0.0",m/s,vertical_speed,"0.1",m/s,enhanced_altitude,"7.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256590",s,distance,"5882.0",m,altitude,"6.0",m,speed,"0.0",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256600",s,distance,"5882.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256610",s,distance,"5882.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256620",s,distance,"5882.0",m,altitude,"3.0",m,speed,"0.0",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256630",s,distance,"5882.0",m,altitude,"3.0",m,speed,"0.0",m/s,vertical_speed,"-0.08",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256640",s,distance,"5882.0",m,altitude,"3.0",m,speed,"0.0",m/s,vertical_speed,"-0.06",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256650",s,distance,"5882.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256660",s,distance,"5882.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256663",s,position_lat,"640264445",semicircles,position_long,"-12123589",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256667",s,position_lat,"640264111",semicircles,position_long,"-12121501",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256670",s,distance,"5904.0",m,altitude,"5.0",m,speed,"2.81",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.81",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256672",s,position_lat,"640263800",semicircles,position_long,"-12119461",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256676",s,position_lat,"640263490",semicircles,position_long,"-12117672",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256679",s,position_lat,"640263180",semicircles,position_long,"-12115787",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256680",s,distance,"5937.0",m,altitude,"5.0",m,speed,"2.49",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.49",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256683",s,position_lat,"640262643",semicircles,position_long,"-12113890",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256686",s,position_lat,"640262190",semicircles,position_long,"-12111945",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004256690",s,position_lat,"640261796",semicircles,position_long,"-12109917",semicircles,distance,"5972.0",m,altitude,"5.0",m,speed,"3.38",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"3.38",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256695",s,position_lat,"640261319",semicircles,position_long,"-12107912",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004256700",s,position_lat,"640260722",semicircles,position_long,"-12106206",semicircles,distance,"5995.0",m,altitude,"6.0",m,speed,"2.75",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.75",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256706",s,position_lat,"640260150",semicircles,position_long,"-12104190",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256710",s,distance,"6007.0",m,altitude,"6.0",m,speed,"2.39",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.39",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256711",s,position_lat,"640259541",semicircles,position_long,"-12102365",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256715",s,position_lat,"640258945",semicircles,position_long,"-12100528",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256719",s,position_lat,"640258360",semicircles,position_long,"-12098810",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256720",s,distance,"6041.0",m,altitude,"6.0",m,speed,"2.45",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.45",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256724",s,position_lat,"640257703",semicircles,position_long,"-12097194",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256728",s,position_lat,"640257023",semicircles,position_long,"-12095619",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256730",s,distance,"6063.0",m,altitude,"6.0",m,speed,"2.45",m/s,vertical_speed,"0.01",m/s,enhanced_altitude,"6.0",m,enhanced_speed,"2.45",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256733",s,position_lat,"640256235",semicircles,position_long,"-12093901",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256736",s,position_lat,"640255651",semicircles,position_long,"-12092076",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256739",s,position_lat,"640255007",semicircles,position_long,"-12090012",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256740",s,distance,"6099.0",m,altitude,"5.0",m,speed,"2.59",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.59",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256742",s,position_lat,"640254470",semicircles,position_long,"-12087948",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256750",s,distance,"6112.0",m,altitude,"5.0",m,speed,"2.88",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"2.88",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256760",s,distance,"6112.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256770",s,distance,"6112.0",m,altitude,"4.0",m,speed,"0.0",m/s,vertical_speed,"-0.03",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256780",s,distance,"6112.0",m,altitude,"3.0",m,speed,"0.0",m/s,vertical_speed,"-0.05",m/s,enhanced_altitude,"3.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256790",s,distance,"6112.0",m,altitude,"5.0",m,speed,"0.0",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"0.0",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256794",s,position_lat,"640255258",semicircles,position_long,"-12089363",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256798",s,position_lat,"640256010",semicircles,position_long,"-12091475",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256800",s,distance,"6136.0",m,altitude,"5.0",m,speed,"1.92",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"1.92",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256802",s,position_lat,"640257000",semicircles,position_long,"-12093718",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256804",s,position_lat,"640257859",semicircles,position_long,"-12095698",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256806",s,position_lat,"640258682",semicircles,position_long,"-12098227",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256808",s,position_lat,"640259494",semicircles,position_long,"-12100936",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004256810",s,position_lat,"640260257",semicircles,position_long,"-12103775",semicircles,distance,"6215.0",m,altitude,"5.0",m,speed,"6.74",m/s,vertical_speed,"0.05",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"6.74",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256812",s,position_lat,"640260961",semicircles,position_long,"-12106591",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256814",s,position_lat,"640261677",semicircles,position_long,"-12109335",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256816",s,position_lat,"640262381",semicircles,position_long,"-12112031",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256818",s,position_lat,"640262953",semicircles,position_long,"-12114918",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,3,record,timestamp,"1004256820",s,position_lat,"640263335",semicircles,position_long,"-12117650",semicircles,distance,"6297.0",m,altitude,"5.0",m,speed,"8.27",m/s,vertical_speed,"0.03",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"8.27",m/s,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256822",s,position_lat,"640263753",semicircles,position_long,"-12120132",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256824",s,position_lat,"640264170",semicircles,position_long,"-12122327",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,1,record,timestamp,"1004256828",s,position_lat,"640264314",semicircles,position_long,"-12124224",semicircles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256830",s,distance,"6335.0",m,altitude,"5.0",m,speed,"5.47",m/s,vertical_speed,"0.0",m/s,enhanced_altitude,"5.0",m,enhanced_speed,"5.47",m/s,,,,,,,,,,,,,,,,,,,,,,
Data,2,record,timestamp,"1004256840",s,distance,"6335.0",m,altitude,"4.0",m,speed,"0.34",m/s,vertical_speed,"-0.01",m/s,enhanced_altitude,"4.0",m,enhanced_speed,"0.34",m/s,,,,,,,,,,,,,,,,,,,,,,
