Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,
Definition,0,file_id,time_created,1,,manufacturer,1,,product,1,,type,1,,
Data,0,file_id,manufacturer,"255",,product,"0",,type,"4",,,,,
Definition,1,event,timestamp,1,,data,1,,data16,1,,event,1,,event_type,1,,event_group,1,,
Data,1,event,timer_trigger,"0|0",,data16,"0",,event,"0",,event_type,"0",,event_group,"1",,,,,
Definition,2,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,altitude,1,,speed,1,,ball_speed,1,,
Data,2,record,timestamp,"944182986",s,position_lat,"-396793333",semicircles,position_long,"1807978173",semicircles,distance,"0.0",m,altitude,"178.20000000000005",m,speed,"0.209",m/s,ball_speed,"0.2",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.209",m/s,
Data,2,record,timestamp,"944182987",s,position_lat,"-396793367",semicircles,position_long,"1807978363",semicircles,distance,"0.0",m,altitude,"178.20000000000005",m,speed,"0.4",m/s,ball_speed,"0.4",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.4",m/s,
Data,2,record,timestamp,"944182988",s,position_lat,"-396793370",semicircles,position_long,"1807978314",semicircles,distance,"0.0",m,altitude,"178.20000000000005",m,speed,"0.24",m/s,ball_speed,"0.24",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.24",m/s,
Data,2,record,timestamp,"944182989",s,position_lat,"-396793394",semicircles,position_long,"1807978279",semicircles,distance,"0.0",m,altitude,"178.20000000000005",m,speed,"0.3",m/s,ball_speed,"0.3",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.3",m/s,
Data,2,record,timestamp,"944182990",s,position_lat,"-396793394",semicircles,position_long,"1807978264",semicircles,distance,"0.0",m,altitude,"178.20000000000005",m,speed,"0.1",m/s,ball_speed,"0.1",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.1",m/s,
Data,2,record,timestamp,"944182991",s,position_lat,"-396793689",semicircles,position_long,"1807978173",semicircles,distance,"0.0",m,altitude,"178.20000000000005",m,speed,"0.07",m/s,ball_speed,"0.07",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.07",m/s,
Data,2,record,timestamp,"944182992",s,position_lat,"-396793788",semicircles,position_long,"1807978118",semicircles,distance,"203.61",m,altitude,"178.20000000000005",m,speed,"0.439",m/s,ball_speed,"0.43",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.439",m/s,
Data,2,record,timestamp,"944182993",s,position_lat,"-396793863",semicircles,position_long,"1807978092",semicircles,distance,"203.61",m,altitude,"178.20000000000005",m,speed,"0.07",m/s,ball_speed,"0.07",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.07",m/s,
Data,2,record,timestamp,"944182994",s,position_lat,"-396793905",semicircles,position_long,"1807978043",semicircles,distance,"203.61",m,altitude,"178.20000000000005",m,speed,"0.019",m/s,ball_speed,"0.01",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.019",m/s,
Data,2,record,timestamp,"944182995",s,position_lat,"-396793918",semicircles,position_long,"1807978023",semicircles,distance,"203.61",m,altitude,"178.20000000000005",m,speed,"0.0",m/s,ball_speed,"0.0",m/s,enhanced_altitude,"178.20000000000005",m,enhanced_speed,"0.0",m/s,
