Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,5,record,timestamp,"1013078804",s,position_lat,"636742471",semicircles,position_long,"-38062501",semicircles,distance,"18.0",m,altitude,"-21.600000000000023",m,speed,"1.297",m/s,enhanced_altitude,"-21.600000000000023",m,enhanced_speed,"1.297",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078805",s,position_lat,"636742327",semicircles,position_long,"-38062635",semicircles,distance,"19.54",m,altitude,"-22.0",m,speed,"1.325",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.325",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078806",s,position_lat,"636742195",semicircles,position_long,"-38062765",semicircles,distance,"20.97",m,altitude,"-22.0",m,speed,"1.343",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.343",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078807",s,position_lat,"636742092",semicircles,position_long,"-38062862",semicircles,distance,"22.07",m,altitude,"-22.19999999999999",m,speed,"1.361",m/s,enhanced_altitude,"-22.19999999999999",m,enhanced_speed,"1.361",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078808",s,position_lat,"636741925",semicircles,position_long,"-38063041",semicircles,distance,"23.92",m,altitude,"-22.0",m,speed,"1.371",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.371",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078809",s,position_lat,"636741808",semicircles,position_long,"-38063129",semicircles,distance,"25.12",m,altitude,"-22.0",m,speed,"1.389",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.389",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078810",s,position_lat,"636741692",semicircles,position_long,"-38063251",semicircles,distance,"26.39",m,altitude,"-22.0",m,speed,"1.389",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.389",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078811",s,position_lat,"636741599",semicircles,position_long,"-38063366",semicircles,distance,"27.47",m,altitude,"-21.80000000000001",m,speed,"1.389",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"1.389",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078812",s,position_lat,"636741486",semicircles,position_long,"-38063484",semicircles,distance,"28.72",m,altitude,"-21.80000000000001",m,speed,"1.389",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"1.389",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078813",s,position_lat,"636741399",semicircles,position_long,"-38063606",semicircles,distance,"29.77",m,altitude,"-21.399999999999977",m,speed,"1.343",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.343",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078814",s,position_lat,"636741293",semicircles,position_long,"-38063726",semicircles,distance,"30.97",m,altitude,"-21.399999999999977",m,speed,"1.269",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.269",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078815",s,position_lat,"636741157",semicircles,position_long,"-38063838",semicircles,distance,"32.38",m,altitude,"-21.399999999999977",m,speed,"1.305",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.305",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078816",s,position_lat,"636741030",semicircles,position_long,"-38063920",semicircles,distance,"33.65",m,altitude,"-21.399999999999977",m,speed,"1.305",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.305",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078817",s,position_lat,"636740871",semicircles,position_long,"-38064016",semicircles,distance,"35.23",m,altitude,"-21.399999999999977",m,speed,"1.269",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.269",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078818",s,position_lat,"636740755",semicircles,position_long,"-38064038",semicircles,distance,"36.32",m,altitude,"-21.399999999999977",m,speed,"1.269",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.269",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078819",s,position_lat,"636740630",semicircles,position_long,"-38064038",semicircles,distance,"37.48",m,altitude,"-21.399999999999977",m,speed,"1.203",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.203",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078820",s,position_lat,"636740484",semicircles,position_long,"-38064026",semicircles,distance,"38.85",m,altitude,"-21.399999999999977",m,speed,"1.184",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.184",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078821",s,position_lat,"636740382",semicircles,position_long,"-38064006",semicircles,distance,"39.81",m,altitude,"-21.399999999999977",m,speed,"1.184",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.184",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078822",s,position_lat,"636740280",semicircles,position_long,"-38063993",semicircles,distance,"40.76",m,altitude,"-21.399999999999977",m,speed,"1.184",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.184",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078823",s,position_lat,"636740129",semicircles,position_long,"-38063983",semicircles,distance,"42.17",m,altitude,"-21.399999999999977",m,speed,"1.184",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.184",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078824",s,position_lat,"636740023",semicircles,position_long,"-38063970",semicircles,distance,"43.16",m,altitude,"-22.0",m,speed,"1.156",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.156",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078825",s,position_lat,"636739940",semicircles,position_long,"-38063972",semicircles,distance,"43.94",m,altitude,"-21.80000000000001",m,speed,"1.072",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"1.072",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078826",s,position_lat,"636739810",semicircles,position_long,"-38063943",semicircles,distance,"45.16",m,altitude,"-21.399999999999977",m,speed,"1.072",m/s,enhanced_altitude,"-21.399999999999977",m,enhanced_speed,"1.072",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078827",s,position_lat,"636739677",semicircles,position_long,"-38063914",semicircles,distance,"46.41",m,altitude,"-21.600000000000023",m,speed,"1.072",m/s,enhanced_altitude,"-21.600000000000023",m,enhanced_speed,"1.072",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078828",s,position_lat,"636739580",semicircles,position_long,"-38063888",semicircles,distance,"47.33",m,altitude,"-21.600000000000023",m,speed,"1.054",m/s,enhanced_altitude,"-21.600000000000023",m,enhanced_speed,"1.054",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078829",s,position_lat,"636739484",semicircles,position_long,"-38063880",semicircles,distance,"48.23",m,altitude,"-21.80000000000001",m,speed,"1.054",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"1.054",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078830",s,position_lat,"636739433",semicircles,position_long,"-38063869",semicircles,distance,"48.7",m,altitude,"-21.80000000000001",m,speed,"0.896",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"0.896",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078831",s,position_lat,"636739393",semicircles,position_long,"-38063808",semicircles,distance,"49.21",m,altitude,"-21.80000000000001",m,speed,"0.587",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"0.587",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078832",s,position_lat,"636739354",semicircles,position_long,"-38063730",semicircles,distance,"49.78",m,altitude,"-22.399999999999977",m,speed,"0.933",m/s,enhanced_altitude,"-22.399999999999977",m,enhanced_speed,"0.933",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078833",s,position_lat,"636739272",semicircles,position_long,"-38063626",semicircles,distance,"50.74",m,altitude,"-22.600000000000023",m,speed,"0.961",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.961",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078834",s,position_lat,"636739226",semicircles,position_long,"-38063547",semicircles,distance,"51.35",m,altitude,"-22.600000000000023",m,speed,"0.933",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.933",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078835",s,position_lat,"636739127",semicircles,position_long,"-38063510",semicircles,distance,"52.3",m,altitude,"-22.600000000000023",m,speed,"0.896",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.896",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078836",s,position_lat,"636739034",semicircles,position_long,"-38063519",semicircles,distance,"53.17",m,altitude,"-22.600000000000023",m,speed,"0.82",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078837",s,position_lat,"636738955",semicircles,position_long,"-38063492",semicircles,distance,"53.92",m,altitude,"-23.0",m,speed,"0.82",m/s,enhanced_altitude,"-23.0",m,enhanced_speed,"0.82",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078838",s,position_lat,"636738876",semicircles,position_long,"-38063485",semicircles,distance,"54.66",m,altitude,"-22.399999999999977",m,speed,"0.764",m/s,enhanced_altitude,"-22.399999999999977",m,enhanced_speed,"0.764",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078839",s,position_lat,"636738823",semicircles,position_long,"-38063513",semicircles,distance,"55.17",m,altitude,"-22.19999999999999",m,speed,"0.727",m/s,enhanced_altitude,"-22.19999999999999",m,enhanced_speed,"0.727",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078840",s,position_lat,"636738756",semicircles,position_long,"-38063553",semicircles,distance,"55.84",m,altitude,"-22.19999999999999",m,speed,"0.727",m/s,enhanced_altitude,"-22.19999999999999",m,enhanced_speed,"0.727",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078841",s,position_lat,"636738678",semicircles,position_long,"-38063616",semicircles,distance,"56.65",m,altitude,"-22.19999999999999",m,speed,"0.727",m/s,enhanced_altitude,"-22.19999999999999",m,enhanced_speed,"0.727",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078842",s,position_lat,"636738590",semicircles,position_long,"-38063670",semicircles,distance,"57.52",m,altitude,"-22.600000000000023",m,speed,"0.736",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.736",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078843",s,position_lat,"636738543",semicircles,position_long,"-38063685",semicircles,distance,"57.97",m,altitude,"-22.600000000000023",m,speed,"0.727",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.727",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078844",s,position_lat,"636738483",semicircles,position_long,"-38063716",semicircles,distance,"58.55",m,altitude,"-22.600000000000023",m,speed,"0.671",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.671",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078845",s,position_lat,"636738436",semicircles,position_long,"-38063771",semicircles,distance,"59.09",m,altitude,"-22.600000000000023",m,speed,"0.643",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.643",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078846",s,position_lat,"636738370",semicircles,position_long,"-38063818",semicircles,distance,"59.76",m,altitude,"-22.600000000000023",m,speed,"0.643",m/s,enhanced_altitude,"-22.600000000000023",m,enhanced_speed,"0.643",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078847",s,position_lat,"636738267",semicircles,position_long,"-38063817",semicircles,distance,"60.72",m,altitude,"-22.399999999999977",m,speed,"0.708",m/s,enhanced_altitude,"-22.399999999999977",m,enhanced_speed,"0.708",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078848",s,position_lat,"636738157",semicircles,position_long,"-38063800",semicircles,distance,"61.75",m,altitude,"-22.0",m,speed,"1.11",m/s,enhanced_altitude,"-22.0",m,enhanced_speed,"1.11",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078849",s,position_lat,"636737956",semicircles,position_long,"-38063770",semicircles,distance,"63.63",m,altitude,"-21.80000000000001",m,speed,"1.409",m/s,enhanced_altitude,"-21.80000000000001",m,enhanced_speed,"1.409",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078850",s,position_lat,"636737703",semicircles,position_long,"-38063750",semicircles,distance,"65.99",m,altitude,"-19.19999999999999",m,speed,"2.118",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"2.118",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078851",s,position_lat,"636737305",semicircles,position_long,"-38063675",semicircles,distance,"69.73",m,altitude,"-19.19999999999999",m,speed,"2.882",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"2.882",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078852",s,position_lat,"636736881",semicircles,position_long,"-38063597",semicircles,distance,"73.71",m,altitude,"-19.19999999999999",m,speed,"4.422",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"4.422",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078853",s,position_lat,"636736145",semicircles,position_long,"-38063535",semicircles,distance,"80.59",m,altitude,"-19.0",m,speed,"5.252",m/s,enhanced_altitude,"-19.0",m,enhanced_speed,"5.252",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078854",s,position_lat,"636735545",semicircles,position_long,"-38063460",semicircles,distance,"86.2",m,altitude,"-18.19999999999999",m,speed,"6.037",m/s,enhanced_altitude,"-18.19999999999999",m,enhanced_speed,"6.037",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078855",s,position_lat,"636734479",semicircles,position_long,"-38063281",semicircles,distance,"96.2",m,altitude,"-18.19999999999999",m,speed,"7.1",m/s,enhanced_altitude,"-18.19999999999999",m,enhanced_speed,"7.1",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078856",s,position_lat,"636733434",semicircles,position_long,"-38063138",semicircles,distance,"105.98",m,altitude,"-18.19999999999999",m,speed,"9.171",m/s,enhanced_altitude,"-18.19999999999999",m,enhanced_speed,"9.171",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078857",s,position_lat,"636732531",semicircles,position_long,"-38063105",semicircles,distance,"114.41",m,altitude,"-19.600000000000023",m,speed,"9.984",m/s,enhanced_altitude,"-19.600000000000023",m,enhanced_speed,"9.984",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078858",s,position_lat,"636731043",semicircles,position_long,"-38063156",semicircles,distance,"128.3",m,altitude,"-19.19999999999999",m,speed,"10.805",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"10.805",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078859",s,position_lat,"636729659",semicircles,position_long,"-38063232",semicircles,distance,"141.22",m,altitude,"-18.19999999999999",m,speed,"12.008",m/s,enhanced_altitude,"-18.19999999999999",m,enhanced_speed,"12.008",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078860",s,position_lat,"636728199",semicircles,position_long,"-38063294",semicircles,distance,"154.84",m,altitude,"-19.19999999999999",m,speed,"13.053",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"13.053",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078861",s,position_lat,"636726966",semicircles,position_long,"-38063371",semicircles,distance,"166.36",m,altitude,"-19.19999999999999",m,speed,"13.595",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"13.595",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078862",s,position_lat,"636725079",semicircles,position_long,"-38063450",semicircles,distance,"183.97",m,altitude,"-19.19999999999999",m,speed,"14.024",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"14.024",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078863",s,position_lat,"636723425",semicircles,position_long,"-38063394",semicircles,distance,"199.4",m,altitude,"-18.19999999999999",m,speed,"14.64",m/s,enhanced_altitude,"-18.19999999999999",m,enhanced_speed,"14.64",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078864",s,position_lat,"636721701",semicircles,position_long,"-38063177",semicircles,distance,"215.54",m,altitude,"-17.399999999999977",m,speed,"15.536",m/s,enhanced_altitude,"-17.399999999999977",m,enhanced_speed,"15.536",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078865",s,position_lat,"636719908",semicircles,position_long,"-38062818",semicircles,distance,"232.39",m,altitude,"-17.19999999999999",m,speed,"16.281",m/s,enhanced_altitude,"-17.19999999999999",m,enhanced_speed,"16.281",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078866",s,position_lat,"636718420",semicircles,position_long,"-38062357",semicircles,distance,"246.5",m,altitude,"-17.19999999999999",m,speed,"16.878",m/s,enhanced_altitude,"-17.19999999999999",m,enhanced_speed,"16.878",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078867",s,position_lat,"636716541",semicircles,position_long,"-38061566",semicircles,distance,"264.58",m,altitude,"-17.19999999999999",m,speed,"17.607",m/s,enhanced_altitude,"-17.19999999999999",m,enhanced_speed,"17.607",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078868",s,position_lat,"636714268",semicircles,position_long,"-38060368",semicircles,distance,"286.81",m,altitude,"-17.399999999999977",m,speed,"18.25",m/s,enhanced_altitude,"-17.399999999999977",m,enhanced_speed,"18.25",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078869",s,position_lat,"636712323",semicircles,position_long,"-38059096",semicircles,distance,"306.29",m,altitude,"-18.600000000000023",m,speed,"18.503",m/s,enhanced_altitude,"-18.600000000000023",m,enhanced_speed,"18.503",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078870",s,position_lat,"636710746",semicircles,position_long,"-38057905",semicircles,distance,"322.43",m,altitude,"-19.399999999999977",m,speed,"19.464",m/s,enhanced_altitude,"-19.399999999999977",m,enhanced_speed,"19.464",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078871",s,position_lat,"636708419",semicircles,position_long,"-38055964",semicircles,distance,"346.69",m,altitude,"-19.399999999999977",m,speed,"19.799",m/s,enhanced_altitude,"-19.399999999999977",m,enhanced_speed,"19.799",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078872",s,position_lat,"636706498",semicircles,position_long,"-38054208",semicircles,distance,"367.1",m,altitude,"-19.399999999999977",m,speed,"19.874",m/s,enhanced_altitude,"-19.399999999999977",m,enhanced_speed,"19.874",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078873",s,position_lat,"636704570",semicircles,position_long,"-38052370",semicircles,distance,"387.8",m,altitude,"-19.19999999999999",m,speed,"20.247",m/s,enhanced_altitude,"-19.19999999999999",m,enhanced_speed,"20.247",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078874",s,position_lat,"636702986",semicircles,position_long,"-38050862",semicircles,distance,"404.8",m,altitude,"-18.80000000000001",m,speed,"20.555",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"20.555",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078875",s,position_lat,"636701042",semicircles,position_long,"-38048898",semicircles,distance,"425.98",m,altitude,"-18.80000000000001",m,speed,"20.919",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"20.919",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078876",s,position_lat,"636699090",semicircles,position_long,"-38046887",semicircles,distance,"447.36",m,altitude,"-18.80000000000001",m,speed,"20.957",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"20.957",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078877",s,position_lat,"636696759",semicircles,position_long,"-38044419",semicircles,distance,"473.08",m,altitude,"-18.80000000000001",m,speed,"21.049",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"21.049",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078878",s,position_lat,"636694875",semicircles,position_long,"-38042262",semicircles,distance,"494.37",m,altitude,"-18.80000000000001",m,speed,"21.049",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"21.049",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078879",s,position_lat,"636693350",semicircles,position_long,"-38040544",semicircles,distance,"511.52",m,altitude,"-18.80000000000001",m,speed,"20.919",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"20.919",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078880",s,position_lat,"636691094",semicircles,position_long,"-38038061",semicircles,distance,"536.7",m,altitude,"-18.80000000000001",m,speed,"20.919",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"20.919",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078881",s,position_lat,"636689200",semicircles,position_long,"-38036041",semicircles,distance,"557.65",m,altitude,"-18.80000000000001",m,speed,"20.919",m/s,enhanced_altitude,"-18.80000000000001",m,enhanced_speed,"20.919",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078882",s,position_lat,"636687277",semicircles,position_long,"-38034079",semicircles,distance,"578.66",m,altitude,"-18.600000000000023",m,speed,"20.919",m/s,enhanced_altitude,"-18.600000000000023",m,enhanced_speed,"20.919",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1013078883",s,position_lat,"636685741",semicircles,position_long,"-38032551",semicircles,distance,"595.32",m,altitude,"-18.399999999999977",m,speed,"20.919",m/s,enhanced_altitude,"-18.399999999999977",m,enhanced_speed,"20.919",m/s,,,,,,,,,,,,,,,,
