Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,
Data,5,record,timestamp,"1017241664",s,position_lat,"598376733",semicircles,position_long,"-59958269",semicircles,distance,"15.28",m,altitude,"266.0",m,speed,"1.184",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.184",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241665",s,position_lat,"598376614",semicircles,position_long,"-59958335",semicircles,distance,"16.45",m,altitude,"266.0",m,speed,"1.231",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.231",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241666",s,position_lat,"598376505",semicircles,position_long,"-59958401",semicircles,distance,"17.54",m,altitude,"266.0",m,speed,"1.203",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.203",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241667",s,position_lat,"598376420",semicircles,position_long,"-59958485",semicircles,distance,"18.48",m,altitude,"266.0",m,speed,"0.998",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"0.998",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241668",s,position_lat,"598376338",semicircles,position_long,"-59958571",semicircles,distance,"19.4",m,altitude,"266.0",m,speed,"0.867",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"0.867",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241669",s,position_lat,"598376212",semicircles,position_long,"-59958672",semicircles,distance,"20.73",m,altitude,"266.0",m,speed,"0.98",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"0.98",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241670",s,position_lat,"598376098",semicircles,position_long,"-59958765",semicircles,distance,"21.93",m,altitude,"266.0",m,speed,"0.998",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"0.998",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241671",s,position_lat,"598375981",semicircles,position_long,"-59958839",semicircles,distance,"23.1",m,altitude,"266.0",m,speed,"1.092",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.092",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241672",s,position_lat,"598375852",semicircles,position_long,"-59958898",semicircles,distance,"24.36",m,altitude,"266.0",m,speed,"1.156",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.156",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241673",s,position_lat,"598375704",semicircles,position_long,"-59958999",semicircles,distance,"25.87",m,altitude,"266.0",m,speed,"1.297",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.297",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241674",s,position_lat,"598375535",semicircles,position_long,"-59959064",semicircles,distance,"27.49",m,altitude,"265.79999999999995",m,speed,"1.437",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.437",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241675",s,position_lat,"598375363",semicircles,position_long,"-59959103",semicircles,distance,"29.11",m,altitude,"265.6",m,speed,"1.521",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.521",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241676",s,position_lat,"598375199",semicircles,position_long,"-59959169",semicircles,distance,"30.69",m,altitude,"265.4",m,speed,"1.501",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.501",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241677",s,position_lat,"598375038",semicircles,position_long,"-59959302",semicircles,distance,"32.39",m,altitude,"265.4",m,speed,"1.465",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.465",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241678",s,position_lat,"598374919",semicircles,position_long,"-59959404",semicircles,distance,"33.66",m,altitude,"265.4",m,speed,"1.259",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.259",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241679",s,position_lat,"598374787",semicircles,position_long,"-59959504",semicircles,distance,"35.03",m,altitude,"265.4",m,speed,"1.184",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.184",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241680",s,position_lat,"598374626",semicircles,position_long,"-59959641",semicircles,distance,"36.74",m,altitude,"265.20000000000005",m,speed,"1.585",m/s,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.585",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241681",s,position_lat,"598374466",semicircles,position_long,"-59959738",semicircles,distance,"38.34",m,altitude,"265.20000000000005",m,speed,"1.735",m/s,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.735",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241682",s,position_lat,"598374313",semicircles,position_long,"-59959803",semicircles,distance,"39.82",m,altitude,"265.4",m,speed,"1.305",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.305",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241683",s,position_lat,"598374129",semicircles,position_long,"-59959955",semicircles,distance,"41.76",m,altitude,"265.6",m,speed,"1.773",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.773",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241684",s,position_lat,"598373930",semicircles,position_long,"-59960134",semicircles,distance,"43.91",m,altitude,"265.79999999999995",m,speed,"1.958",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.958",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241685",s,position_lat,"598373720",semicircles,position_long,"-59960280",semicircles,distance,"46.05",m,altitude,"265.79999999999995",m,speed,"1.641",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.641",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241686",s,position_lat,"598373527",semicircles,position_long,"-59960325",semicircles,distance,"47.87",m,altitude,"265.6",m,speed,"1.465",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.465",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241687",s,position_lat,"598373369",semicircles,position_long,"-59960345",semicircles,distance,"49.35",m,altitude,"265.6",m,speed,"1.353",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.353",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241688",s,position_lat,"598373237",semicircles,position_long,"-59960444",semicircles,distance,"50.72",m,altitude,"265.6",m,speed,"1.259",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.259",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241689",s,position_lat,"598373075",semicircles,position_long,"-59960577",semicircles,distance,"52.42",m,altitude,"265.6",m,speed,"1.389",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.389",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241690",s,position_lat,"598372931",semicircles,position_long,"-59960669",semicircles,distance,"53.88",m,altitude,"265.4",m,speed,"1.409",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.409",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241691",s,position_lat,"598372778",semicircles,position_long,"-59960750",semicircles,distance,"55.38",m,altitude,"265.4",m,speed,"1.333",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.333",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241692",s,position_lat,"598372643",semicircles,position_long,"-59960867",semicircles,distance,"56.82",m,altitude,"265.4",m,speed,"1.465",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.465",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241693",s,position_lat,"598372508",semicircles,position_long,"-59960982",semicircles,distance,"58.26",m,altitude,"265.4",m,speed,"0.913",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"0.913",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241694",s,position_lat,"598372377",semicircles,position_long,"-59961068",semicircles,distance,"59.59",m,altitude,"265.4",m,speed,"1.231",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.231",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241695",s,position_lat,"598372219",semicircles,position_long,"-59961153",semicircles,distance,"61.15",m,altitude,"265.4",m,speed,"1.437",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.437",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241696",s,position_lat,"598372058",semicircles,position_long,"-59961204",semicircles,distance,"62.68",m,altitude,"265.20000000000005",m,speed,"1.343",m/s,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.343",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241697",s,position_lat,"598371874",semicircles,position_long,"-59961215",semicircles,distance,"64.4",m,altitude,"265.20000000000005",m,speed,"1.427",m/s,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.427",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241698",s,position_lat,"598371641",semicircles,position_long,"-59961228",semicircles,distance,"66.57",m,altitude,"265.0",m,speed,"2.062",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"2.062",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241699",s,position_lat,"598371377",semicircles,position_long,"-59961235",semicircles,distance,"69.04",m,altitude,"265.0",m,speed,"2.398",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"2.398",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241700",s,position_lat,"598371071",semicircles,position_long,"-59961235",semicircles,distance,"71.89",m,altitude,"265.0",m,speed,"2.575",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"2.575",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241701",s,position_lat,"598370809",semicircles,position_long,"-59961277",semicircles,distance,"74.35",m,altitude,"265.0",m,speed,"2.322",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"2.322",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241702",s,position_lat,"598370581",semicircles,position_long,"-59961277",semicircles,distance,"76.48",m,altitude,"265.20000000000005",m,speed,"1.781",m/s,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"1.781",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241703",s,position_lat,"598370385",semicircles,position_long,"-59961309",semicircles,distance,"78.31",m,altitude,"265.4",m,speed,"1.717",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"1.717",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241704",s,position_lat,"598370184",semicircles,position_long,"-59961303",semicircles,distance,"80.19",m,altitude,"265.6",m,speed,"1.978",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"1.978",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241705",s,position_lat,"598369974",semicircles,position_long,"-59961294",semicircles,distance,"82.15",m,altitude,"265.79999999999995",m,speed,"1.856",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"1.856",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241706",s,position_lat,"598369758",semicircles,position_long,"-59961501",semicircles,distance,"84.52",m,altitude,"266.0",m,speed,"1.968",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"1.968",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241707",s,position_lat,"598369473",semicircles,position_long,"-59961655",semicircles,distance,"87.33",m,altitude,"266.20000000000005",m,speed,"2.697",m/s,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"2.697",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241708",s,position_lat,"598369125",semicircles,position_long,"-59961775",semicircles,distance,"90.65",m,altitude,"266.0",m,speed,"2.994",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"2.994",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241709",s,position_lat,"598368745",semicircles,position_long,"-59961855",semicircles,distance,"94.23",m,altitude,"265.79999999999995",m,speed,"3.395",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"3.395",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241710",s,position_lat,"598368346",semicircles,position_long,"-59961821",semicircles,distance,"97.96",m,altitude,"266.0",m,speed,"3.592",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"3.592",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241711",s,position_lat,"598367866",semicircles,position_long,"-59961762",semicircles,distance,"102.45",m,altitude,"266.0",m,speed,"4.198",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"4.198",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241712",s,position_lat,"598367326",semicircles,position_long,"-59961769",semicircles,distance,"107.49",m,altitude,"265.79999999999995",m,speed,"4.692",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"4.692",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241713",s,position_lat,"598366729",semicircles,position_long,"-59961830",semicircles,distance,"113.07",m,altitude,"265.79999999999995",m,speed,"5.057",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"5.057",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241714",s,position_lat,"598366093",semicircles,position_long,"-59961775",semicircles,distance,"119.02",m,altitude,"265.79999999999995",m,speed,"5.56",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"5.56",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241715",s,position_lat,"598365405",semicircles,position_long,"-59961638",semicircles,distance,"125.49",m,altitude,"265.6",m,speed,"6.046",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"6.046",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241716",s,position_lat,"598364691",semicircles,position_long,"-59961364",semicircles,distance,"132.35",m,altitude,"265.79999999999995",m,speed,"6.335",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"6.335",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241717",s,position_lat,"598363983",semicircles,position_long,"-59961081",semicircles,distance,"139.17",m,altitude,"265.6",m,speed,"6.578",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"6.578",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241718",s,position_lat,"598363262",semicircles,position_long,"-59960781",semicircles,distance,"146.13",m,altitude,"265.6",m,speed,"6.829",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"6.829",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241719",s,position_lat,"598362521",semicircles,position_long,"-59960477",semicircles,distance,"153.28",m,altitude,"266.0",m,speed,"7.129",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"7.129",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241720",s,position_lat,"598361752",semicircles,position_long,"-59960086",semicircles,distance,"160.83",m,altitude,"266.6",m,speed,"7.539",m/s,enhanced_altitude,"266.6",m,enhanced_speed,"7.539",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241721",s,position_lat,"598360990",semicircles,position_long,"-59959553",semicircles,distance,"168.62",m,altitude,"266.6",m,speed,"7.399",m/s,enhanced_altitude,"266.6",m,enhanced_speed,"7.399",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241722",s,position_lat,"598360233",semicircles,position_long,"-59958995",semicircles,distance,"176.43",m,altitude,"266.6",m,speed,"7.651",m/s,enhanced_altitude,"266.6",m,enhanced_speed,"7.651",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241723",s,position_lat,"598359490",semicircles,position_long,"-59958466",semicircles,distance,"184.05",m,altitude,"265.79999999999995",m,speed,"7.408",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"7.408",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241724",s,position_lat,"598358791",semicircles,position_long,"-59958020",semicircles,distance,"191.1",m,altitude,"265.6",m,speed,"7.1",m/s,enhanced_altitude,"265.6",m,enhanced_speed,"7.1",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241725",s,position_lat,"598358029",semicircles,position_long,"-59957646",semicircles,distance,"198.55",m,altitude,"265.0",m,speed,"7.725",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"7.725",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241726",s,position_lat,"598357240",semicircles,position_long,"-59957279",semicircles,distance,"206.23",m,altitude,"264.6",m,speed,"7.558",m/s,enhanced_altitude,"264.6",m,enhanced_speed,"7.558",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241727",s,position_lat,"598356428",semicircles,position_long,"-59956978",semicircles,distance,"214.02",m,altitude,"264.4",m,speed,"7.585",m/s,enhanced_altitude,"264.4",m,enhanced_speed,"7.585",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241728",s,position_lat,"598355593",semicircles,position_long,"-59956685",semicircles,distance,"222.0",m,altitude,"264.4",m,speed,"7.651",m/s,enhanced_altitude,"264.4",m,enhanced_speed,"7.651",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241729",s,position_lat,"598354769",semicircles,position_long,"-59956372",semicircles,distance,"229.92",m,altitude,"264.6",m,speed,"7.418",m/s,enhanced_altitude,"264.6",m,enhanced_speed,"7.418",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241730",s,position_lat,"598353943",semicircles,position_long,"-59956052",semicircles,distance,"237.86",m,altitude,"264.79999999999995",m,speed,"7.743",m/s,enhanced_altitude,"264.79999999999995",m,enhanced_speed,"7.743",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241731",s,position_lat,"598353144",semicircles,position_long,"-59955719",semicircles,distance,"245.58",m,altitude,"265.0",m,speed,"7.782",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"7.782",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241732",s,position_lat,"598352360",semicircles,position_long,"-59955284",semicircles,distance,"253.34",m,altitude,"265.0",m,speed,"7.735",m/s,enhanced_altitude,"265.0",m,enhanced_speed,"7.735",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241733",s,position_lat,"598351578",semicircles,position_long,"-59954840",semicircles,distance,"261.1",m,altitude,"265.20000000000005",m,speed,"7.894",m/s,enhanced_altitude,"265.20000000000005",m,enhanced_speed,"7.894",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241734",s,position_lat,"598350762",semicircles,position_long,"-59954408",semicircles,distance,"269.14",m,altitude,"265.4",m,speed,"8.378",m/s,enhanced_altitude,"265.4",m,enhanced_speed,"8.378",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241735",s,position_lat,"598349932",semicircles,position_long,"-59953914",semicircles,distance,"277.43",m,altitude,"266.0",m,speed,"8.387",m/s,enhanced_altitude,"266.0",m,enhanced_speed,"8.387",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241736",s,position_lat,"598349039",semicircles,position_long,"-59953332",semicircles,distance,"286.46",m,altitude,"266.20000000000005",m,speed,"8.696",m/s,enhanced_altitude,"266.20000000000005",m,enhanced_speed,"8.696",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241737",s,position_lat,"598348202",semicircles,position_long,"-59952698",semicircles,distance,"295.14",m,altitude,"266.79999999999995",m,speed,"8.463",m/s,enhanced_altitude,"266.79999999999995",m,enhanced_speed,"8.463",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241738",s,position_lat,"598347389",semicircles,position_long,"-59952053",semicircles,distance,"303.65",m,altitude,"266.6",m,speed,"8.416",m/s,enhanced_altitude,"266.6",m,enhanced_speed,"8.416",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241739",s,position_lat,"598346504",semicircles,position_long,"-59951382",semicircles,distance,"312.83",m,altitude,"266.6",m,speed,"8.472",m/s,enhanced_altitude,"266.6",m,enhanced_speed,"8.472",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241740",s,position_lat,"598345662",semicircles,position_long,"-59950797",semicircles,distance,"321.43",m,altitude,"266.6",m,speed,"8.024",m/s,enhanced_altitude,"266.6",m,enhanced_speed,"8.024",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241741",s,position_lat,"598344844",semicircles,position_long,"-59950310",semicircles,distance,"329.6",m,altitude,"265.79999999999995",m,speed,"8.295",m/s,enhanced_altitude,"265.79999999999995",m,enhanced_speed,"8.295",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241742",s,position_lat,"598343976",semicircles,position_long,"-59949889",semicircles,distance,"338.08",m,altitude,"264.79999999999995",m,speed,"8.574",m/s,enhanced_altitude,"264.79999999999995",m,enhanced_speed,"8.574",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241743",s,position_lat,"598343112",semicircles,position_long,"-59949379",semicircles,distance,"346.7",m,altitude,"264.0",m,speed,"8.63",m/s,enhanced_altitude,"264.0",m,enhanced_speed,"8.63",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241744",s,position_lat,"598342275",semicircles,position_long,"-59948860",semicircles,distance,"355.11",m,altitude,"263.6",m,speed,"8.35",m/s,enhanced_altitude,"263.6",m,enhanced_speed,"8.35",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241745",s,position_lat,"598341463",semicircles,position_long,"-59948398",semicircles,distance,"363.17",m,altitude,"263.4",m,speed,"8.369",m/s,enhanced_altitude,"263.4",m,enhanced_speed,"8.369",m/s,,,,,,,,,,,,,,,,
Data,5,record,timestamp,"1017241746",s,position_lat,"598340621",semicircles,position_long,"-59947886",semicircles,distance,"371.6",m,altitude,"263.4",m,speed,"8.612",m/s,enhanced_altitude,"263.4",m,enhanced_speed,"8.612",m/s,,,,,,,,,,,,,,,,
