Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,Field 13,Value 13,Units 13,Field 14,Value 14,Units 14,Field 15,Value 15,Units 15,Field 16,Value 16,Units 16,Field 17,Value 17,Units 17,Field 18,Value 18,Units 18,Field 19,Value 19,Units 19,Field 20,Value 20,Units 20,Field 21,Value 21,Units 21,Field 22,Value 22,Units 22,Field 23,Value 23,Units 23,Field 24,Value 24,Units 24,Field 25,Value 25,Units 25,Field 26,Value 26,Units 26,Field 27,Value 27,Units 27,Field 28,Value 28,Units 28,Field 29,Value 29,Units 29,Field 30,Value 30,Units 30,Field 31,Value 31,Units 31,Field 32,Value 32,Units 32,Field 33,Value 33,Units 33,Field 34,Value 34,Units 34,Field 35,Value 35,Units 35,Field 36,Value 36,Units 36,Field 37,Value 37,Units 37,Field 38,Value 38,Units 38,Field 39,Value 39,Units 39,Field 40,Value 40,Units 40,Field 41,Value 41,Units 41,Field 42,Value 42,Units 42,Field 43,Value 43,Units 43,Field 44,Value 44,Units 44,Field 45,Value 45,Units 45,Field 46,Value 46,Units 46,Field 47,Value 47,Units 47,Field 48,Value 48,Units 48,Field 49,Value 49,Units 49,Field 50,Value 50,Units 50,Field 51,Value 51,Units 51,Field 52,Value 52,Units 52,Field 53,Value 53,Units 53,Field 54,Value 54,Units 54,Field 55,Value 55,Units 55,Field 56,Value 56,Units 56,Field 57,Value 57,Units 57,Field 58,Value 58,Units 58,Field 59,Value 59,Units 59,Field 60,Value 60,Units 60,Field 61,Value 61,Units 61,Field 62,Value 62,Units 62,Field 63,Value 63,Units 63,Field 64,Value 64,Units 64,Field 65,Value 65,Units 65,Field 66,Value 66,Units 66,Field 67,Value 67,Units 67,Field 68,Value 68,Units 68,Field 69,Value 69,Units 69,Field 70,Value 70,Units 70,Field 71,Value 71,Units 71,Field 72,Value 72,Units 72,Field 73,Value 73,Units 73,Field 74,Value 74,Units 74,Field 75,Value 75,Units 75,Field 76,Value 76,Units 76,Field 77,Value 77,Units 77,Field 78,Value 78,Units 78,Field 79,Value 79,Units 79,Field 80,Value 80,Units 80,Field 81,Value 81,Units 81,Field 82,Value 82,Units 82,
Definition,0,file_id,serial_number,1,,time_created,1,,unknown,1,,manufacturer,1,,product,1,,number,1,,type,1,,
Data,0,file_id,serial_number,"3917908387",,time_created,"1017241593",,manufacturer,"1",,garmin_product,"2050",,type,"4",,,,,,,,
Definition,1,file_creator,software_version,1,,hardware_version,1,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244825",s,position_lat,"598343962",semicircles,position_long,"-59953586",semicircles,distance,"24115.21",m,altitude,"272.4",m,speed,"9.424",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.424",m/s,CurrentAltitude,"6.037903",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244826",s,position_lat,"598344990",semicircles,position_long,"-59953507",semicircles,distance,"24124.8",m,altitude,"272.4",m,speed,"9.573",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.573",m/s,CurrentAltitude,"6.00058",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244827",s,position_lat,"598346036",semicircles,position_long,"-59953501",semicircles,distance,"24134.56",m,altitude,"272.4",m,speed,"9.433",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.433",m/s,CurrentAltitude,"6.00058",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244828",s,position_lat,"598347046",semicircles,position_long,"-59953537",semicircles,distance,"24143.97",m,altitude,"272.4",m,speed,"9.452",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.452",m/s,CurrentAltitude,"5.972595",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244829",s,position_lat,"598348091",semicircles,position_long,"-59953602",semicircles,distance,"24153.72",m,altitude,"272.4",m,speed,"9.704",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.704",m/s,CurrentAltitude,"5.888611",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244830",s,position_lat,"598349145",semicircles,position_long,"-59953637",semicircles,distance,"24163.55",m,altitude,"272.20000000000005",m,speed,"9.695",m/s,temperature,"18",C,enhanced_altitude,"272.20000000000005",m,enhanced_speed,"9.695",m/s,CurrentAltitude,"5.701996",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244831",s,position_lat,"598350198",semicircles,position_long,"-59953542",semicircles,distance,"24173.38",m,altitude,"272.0",m,speed,"9.499",m/s,temperature,"18",C,enhanced_altitude,"272.0",m,enhanced_speed,"9.499",m/s,CurrentAltitude,"5.608673",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244832",s,position_lat,"598351226",semicircles,position_long,"-59953384",semicircles,distance,"24183.01",m,altitude,"272.0",m,speed,"9.144",m/s,temperature,"18",C,enhanced_altitude,"272.0",m,enhanced_speed,"9.144",m/s,CurrentAltitude,"5.674011",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244833",s,position_lat,"598352262",semicircles,position_long,"-59953326",semicircles,distance,"24192.67",m,altitude,"272.20000000000005",m,speed,"9.265",m/s,temperature,"18",C,enhanced_altitude,"272.20000000000005",m,enhanced_speed,"9.265",m/s,CurrentAltitude,"5.8046265",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244834",s,position_lat,"598353274",semicircles,position_long,"-59953309",semicircles,distance,"24202.1",m,altitude,"272.20000000000005",m,speed,"9.247",m/s,temperature,"18",C,enhanced_altitude,"272.20000000000005",m,enhanced_speed,"9.247",m/s,CurrentAltitude,"5.869934",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244835",s,position_lat,"598354316",semicircles,position_long,"-59953314",semicircles,distance,"24211.82",m,altitude,"272.4",m,speed,"9.676",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"9.676",m/s,CurrentAltitude,"6.0472107",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244836",s,position_lat,"598355355",semicircles,position_long,"-59953284",semicircles,distance,"24221.51",m,altitude,"272.79999999999995",m,speed,"9.648",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"9.648",m/s,CurrentAltitude,"6.3457947",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244837",s,position_lat,"598356386",semicircles,position_long,"-59953123",semicircles,distance,"24231.17",m,altitude,"273.0",m,speed,"9.657",m/s,temperature,"18",C,enhanced_altitude,"273.0",m,enhanced_speed,"9.657",m/s,CurrentAltitude,"6.579071",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244838",s,position_lat,"598357400",semicircles,position_long,"-59952933",semicircles,distance,"24240.69",m,altitude,"273.20000000000005",m,speed,"9.536",m/s,temperature,"18",C,enhanced_altitude,"273.20000000000005",m,enhanced_speed,"9.536",m/s,CurrentAltitude,"6.69104",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244839",s,position_lat,"598358396",semicircles,position_long,"-59952753",semicircles,distance,"24250.04",m,altitude,"273.0",m,speed,"9.517",m/s,temperature,"18",C,enhanced_altitude,"273.0",m,enhanced_speed,"9.517",m/s,CurrentAltitude,"6.672394",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244840",s,position_lat,"598359439",semicircles,position_long,"-59952552",semicircles,distance,"24259.84",m,altitude,"273.0",m,speed,"9.648",m/s,temperature,"18",C,enhanced_altitude,"273.0",m,enhanced_speed,"9.648",m/s,CurrentAltitude,"6.504425",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244841",s,position_lat,"598360476",semicircles,position_long,"-59952447",semicircles,distance,"24269.52",m,altitude,"272.79999999999995",m,speed,"9.797",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"9.797",m/s,CurrentAltitude,"6.4204407",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244842",s,position_lat,"598361570",semicircles,position_long,"-59952428",semicircles,distance,"24279.72",m,altitude,"272.79999999999995",m,speed,"10.254",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"10.254",m/s,CurrentAltitude,"6.3831177",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244843",s,position_lat,"598362682",semicircles,position_long,"-59952575",semicircles,distance,"24290.12",m,altitude,"272.6",m,speed,"10.618",m/s,temperature,"18",C,enhanced_altitude,"272.6",m,enhanced_speed,"10.618",m/s,CurrentAltitude,"6.280487",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244844",s,position_lat,"598363727",semicircles,position_long,"-59952970",semicircles,distance,"24300.12",m,altitude,"272.6",m,speed,"9.919",m/s,temperature,"18",C,enhanced_altitude,"272.6",m,enhanced_speed,"9.919",m/s,CurrentAltitude,"6.224518",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244845",s,position_lat,"598364607",semicircles,position_long,"-59953718",semicircles,distance,"24309.46",m,altitude,"272.79999999999995",m,speed,"9.405",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"9.405",m/s,CurrentAltitude,"6.3271484",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244846",s,position_lat,"598365215",semicircles,position_long,"-59954904",semicircles,distance,"24318.54",m,altitude,"272.79999999999995",m,speed,"8.864",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"8.864",m/s,CurrentAltitude,"6.37381",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244847",s,position_lat,"598365502",semicircles,position_long,"-59956263",semicircles,distance,"24327.1",m,altitude,"272.79999999999995",m,speed,"8.267",m/s,temperature,"18",C,enhanced_altitude,"272.79999999999995",m,enhanced_speed,"8.267",m/s,CurrentAltitude,"6.4017944",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244848",s,position_lat,"598365546",semicircles,position_long,"-59957607",semicircles,distance,"24335.17",m,altitude,"272.4",m,speed,"7.297",m/s,temperature,"18",C,enhanced_altitude,"272.4",m,enhanced_speed,"7.297",m/s,CurrentAltitude,"6.019226",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244849",s,position_lat,"598365418",semicircles,position_long,"-59958834",semicircles,distance,"24342.61",m,altitude,"272.0",m,speed,"6.662",m/s,temperature,"18",C,enhanced_altitude,"272.0",m,enhanced_speed,"6.662",m/s,CurrentAltitude,"5.636688",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244850",s,position_lat,"598364997",semicircles,position_long,"-59959894",semicircles,distance,"24350.07",m,altitude,"271.6",m,speed,"5.85",m/s,temperature,"18",C,enhanced_altitude,"271.6",m,enhanced_speed,"5.85",m/s,CurrentAltitude,"5.1514893",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244851",s,position_lat,"598364300",semicircles,position_long,"-59960793",semicircles,distance,"24358.51",m,altitude,"271.0",m,speed,"5.832",m/s,temperature,"18",C,enhanced_altitude,"271.0",m,enhanced_speed,"5.832",m/s,CurrentAltitude,"4.6476135",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244852",s,position_lat,"598363592",semicircles,position_long,"-59961453",semicircles,distance,"24366.2",m,altitude,"270.6",m,speed,"5.804",m/s,temperature,"18",C,enhanced_altitude,"270.6",m,enhanced_speed,"5.804",m/s,CurrentAltitude,"4.2557373",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244853",s,position_lat,"598362957",semicircles,position_long,"-59961913",semicircles,distance,"24372.73",m,altitude,"270.20000000000005",m,speed,"5.682",m/s,temperature,"18",C,enhanced_altitude,"270.20000000000005",m,enhanced_speed,"5.682",m/s,CurrentAltitude,"3.7612",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244854",s,position_lat,"598362305",semicircles,position_long,"-59962183",semicircles,distance,"24379.02",m,altitude,"270.0",m,speed,"5.477",m/s,temperature,"18",C,enhanced_altitude,"270.0",m,enhanced_speed,"5.477",m/s,CurrentAltitude,"3.5092773",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244855",s,position_lat,"598361648",semicircles,position_long,"-59962390",semicircles,distance,"24385.27",m,altitude,"270.0",m,speed,"5.561",m/s,temperature,"18",C,enhanced_altitude,"270.0",m,enhanced_speed,"5.561",m/s,CurrentAltitude,"3.537262",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244856",s,position_lat,"598360922",semicircles,position_long,"-59962499",semicircles,distance,"24392.06",m,altitude,"270.0",m,speed,"6.074",m/s,temperature,"18",C,enhanced_altitude,"270.0",m,enhanced_speed,"6.074",m/s,CurrentAltitude,"3.499939",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244857",s,position_lat,"598360151",semicircles,position_long,"-59962301",semicircles,distance,"24399.34",m,altitude,"269.6",m,speed,"6.513",m/s,temperature,"18",C,enhanced_altitude,"269.6",m,enhanced_speed,"6.513",m/s,CurrentAltitude,"3.2200317",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244858",s,position_lat,"598359466",semicircles,position_long,"-59961950",semicircles,distance,"24406.07",m,altitude,"269.4",m,speed,"6.494",m/s,temperature,"18",C,enhanced_altitude,"269.4",m,enhanced_speed,"6.494",m/s,CurrentAltitude,"3.052063",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244859",s,position_lat,"598358699",semicircles,position_long,"-59961704",semicircles,distance,"24413.37",m,altitude,"269.79999999999995",m,speed,"7.119",m/s,temperature,"18",C,enhanced_altitude,"269.79999999999995",m,enhanced_speed,"7.119",m/s,CurrentAltitude,"3.3320007",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data,11,record,timestamp,"1017244860",s,position_lat,"598357893",semicircles,position_long,"-59961462",semicircles,distance,"24421.02",m,altitude,"270.4",m,speed,"7.269",m/s,temperature,"18",C,enhanced_altitude,"270.4",m,enhanced_speed,"7.269",m/s,CurrentAltitude,"3.3320007",meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
